"","FECHA","HORA","CO","CO2","NO","NO2","NOX","O3"
"5160","03/08/2021",24,0.33,0,29,28,57,7
"5161","04/08/2021",1,0.35,0,6,25,31,7
"5162","04/08/2021",2,0.32,0,6,23,29,5
"5163","04/08/2021",3,0.18,0,6,18,23,8
"5164","04/08/2021",4,0.17,1,19,19,38,6
"5165","04/08/2021",5,0.32,0,19,23,42,4
"5166","04/08/2021",6,0.61,1,74,29,103,1
"5167","04/08/2021",7,0.8,1,66,27,93,1
"5168","04/08/2021",8,0.65,1,44,23,67,2
"5169","04/08/2021",9,0.58,1,31,24,55,7
"5170","04/08/2021",10,0.84,2,41,32,73,9
"5171","04/08/2021",11,0.57,1,17,30,46,30
"5172","04/08/2021",12,0.5,1,8,27,35,52
"5173","04/08/2021",13,0.46,1,4,26,30,73
"5174","04/08/2021",14,0.43,1,2,22,24,95
"5175","04/08/2021",15,0.38,1,1,20,22,112
"5176","04/08/2021",16,0.43,1,1,24,25,91
"5177","04/08/2021",17,0.39,0,3,26,29,50
"5178","04/08/2021",18,0.33,0,3,25,27,36
"5179","04/08/2021",19,0.25,0,2,19,21,32
"5180","04/08/2021",20,0.2,0,2,16,18,25
"5181","04/08/2021",21,0.2,0,2,15,17,17
"5182","04/08/2021",22,0.3,0,7,23,29,6
"5183","04/08/2021",23,0.19,0,5,19,24,10
"5184","04/08/2021",24,0.11,1,3,15,17,23
"5185","05/08/2021",1,0.08,1,4,13,17,27
"5186","05/08/2021",2,0.12,1,1,17,18,20
"5187","05/08/2021",3,0.18,1,5,23,28,9
"5188","05/08/2021",4,0.13,0,10,16,27,9
"5189","05/08/2021",5,0.51,1,22,22,44,5
"5190","05/08/2021",6,0.43,1,26,22,48,3
"5191","05/08/2021",7,0.41,1,25,22,47,2
"5192","05/08/2021",8,0.56,1,29,18,47,2
"5193","05/08/2021",9,0.61,1,29,18,47,6
"5194","05/08/2021",10,0.4,1,13,17,30,18
"5195","05/08/2021",11,0.4,1,10,19,29,26
"5196","05/08/2021",12,0.44,1,6,23,29,47
"5197","05/08/2021",13,0.41,1,3,22,25,67
"5198","05/08/2021",14,0.42,1,2,19,21,94
"5199","05/08/2021",15,0.43,1,1,19,21,102
"5200","05/08/2021",16,0.38,0,1,17,18,87
"5201","05/08/2021",17,0.35,0,1,19,20,88
"5202","05/08/2021",18,0.4,0,1,23,24,72
"5203","05/08/2021",19,0.34,0,4,23,27,35
"5204","05/08/2021",20,0.31,1,5,23,28,16
"5205","05/08/2021",21,0.22,0,3,18,20,15
"5206","05/08/2021",22,0.2,0,3,16,19,18
"5207","05/08/2021",23,0.17,0,3,14,17,16
"5208","05/08/2021",24,0.11,0,6,12,17,19
"5212","06/08/2021",4,0.16,1,11,15,26,11
"5213","06/08/2021",5,0.14,0,8,14,22,14
"5214","06/08/2021",6,0.23,0,10,17,27,12
"5215","06/08/2021",7,0.41,1,24,23,47,4
"5216","06/08/2021",8,0.42,1,19,22,41,8
"5217","06/08/2021",9,0.39,1,14,18,32,16
"5218","06/08/2021",10,0.43,1,10,18,28,22
"5219","06/08/2021",11,0.43,1,8,19,27,37
"5220","06/08/2021",12,0.6,1,11,35,46,37
"5221","06/08/2021",13,0.58,1,6,31,37,58
"5222","06/08/2021",14,0.49,1,3,25,28,70
"5223","06/08/2021",15,0.44,1,4,21,25,50
"5224","06/08/2021",16,0.26,0,3,12,15,58
"5225","06/08/2021",17,0.24,0,1,11,13,64
"5226","06/08/2021",18,0.3,0,2,21,23,38
"5227","06/08/2021",19,0.31,0,3,19,22,26
"5228","06/08/2021",20,0.24,0,3,15,18,25
"5229","06/08/2021",21,0.23,0,3,15,19,18
"5230","06/08/2021",22,0.22,0,3,15,18,15
"5231","06/08/2021",23,0.21,0,4,17,21,13
"5232","06/08/2021",24,0.23,0,4,18,22,13
"5233","07/08/2021",1,0.18,0,8,18,26,10
"5234","07/08/2021",2,0.2,1,5,13,18,10
"5235","07/08/2021",3,0.16,3,5,13,17,11
"5236","07/08/2021",4,0.14,3,5,14,19,9
"5237","07/08/2021",5,0.21,4,7,14,21,8
"5238","07/08/2021",6,0.72,3,26,22,47,4
"5239","07/08/2021",7,0.46,3,27,20,47,3
"5240","07/08/2021",8,0.5,5,25,21,45,3
"5241","07/08/2021",9,0.38,7,18,18,36,9
"5242","07/08/2021",10,0.31,10,12,15,28,21
"5243","07/08/2021",11,0.3,6,8,18,26,34
"5244","07/08/2021",12,0.3,3,5,16,21,54
"5245","07/08/2021",13,0.34,2,3,17,20,81
"5246","07/08/2021",14,0.4,1,2,20,22,98
"5247","07/08/2021",15,0.43,1,1,20,21,111
"5248","07/08/2021",16,0.43,1,1,21,22,99
"5249","07/08/2021",17,0.4,1,1,20,21,95
"5251","07/08/2021",19,0.45,1,2,26,28,40
"5252","07/08/2021",20,0.23,1,2,15,16,37
"5253","07/08/2021",21,0.22,0,1,14,15,30
"5254","07/08/2021",22,0.2,0,1,14,15,22
"5255","07/08/2021",23,0.14,0,3,11,15,21
"5256","07/08/2021",24,0.14,0,2,10,12,21
"5257","08/08/2021",1,0.15,1,2,9,11,18
"5258","08/08/2021",2,0.14,2,2,9,11,17
"5259","08/08/2021",3,0.11,1,1,9,10,17
"5260","08/08/2021",4,0.13,1,2,10,13,14
"5261","08/08/2021",5,0.13,1,2,10,12,14
"5262","08/08/2021",6,0.18,1,4,11,15,13
"5263","08/08/2021",7,0.31,1,11,16,27,8
"5264","08/08/2021",8,0.34,3,14,18,32,11
"5265","08/08/2021",9,0.3,3,9,13,21,17
"5266","08/08/2021",10,0.28,3,8,13,21,25
"5267","08/08/2021",11,0.31,2,7,15,22,36
"5268","08/08/2021",12,0.32,3,4,17,21,53
"5269","08/08/2021",13,0.32,3,2,16,19,73
"5270","08/08/2021",14,0.41,2,1,17,18,87
"5271","08/08/2021",15,0.41,1,1,18,19,53
"5272","08/08/2021",16,0.28,0,2,17,19,36
"5273","08/08/2021",17,0.41,0,5,23,28,33
"5274","08/08/2021",18,0.35,0,5,19,24,33
"5275","08/08/2021",19,0.41,0,4,22,25,26
"5276","08/08/2021",20,0.58,0,4,33,37,15
"5277","08/08/2021",21,0.56,0,7,30,37,13
"5278","08/08/2021",22,0.59,0,9,33,42,6
"5279","08/08/2021",23,0.92,1,41,39,80,1
"5280","08/08/2021",24,0.93,1,39,36,75,1
"5281","09/08/2021",1,0.92,1,69,31,99,1
"5282","09/08/2021",2,0.66,1,43,28,71,1
"5283","09/08/2021",3,0.71,1,72,27,98,1
"5284","09/08/2021",4,0.51,1,54,25,78,1
"5285","09/08/2021",5,0.8,1,65,22,87,1
"5286","09/08/2021",6,0.95,2,94,24,119,1
"5287","09/08/2021",7,0.96,2,102,24,126,1
"5288","09/08/2021",8,0.56,1,28,24,53,5
"5289","09/08/2021",9,0.57,1,27,25,51,13
"5290","09/08/2021",10,0.64,1,22,30,52,21
"5291","09/08/2021",11,0.57,1,18,33,52,31
"5292","09/08/2021",12,0.56,1,15,39,54,43
"5293","09/08/2021",13,0.51,1,8,33,40,62
"5294","09/08/2021",14,0.47,1,4,29,33,82
"5295","09/08/2021",15,0.36,1,2,19,20,97
"5296","09/08/2021",16,0.21,0,2,14,16,78
"5297","09/08/2021",17,0.21,1,4,17,21,46
"5298","09/08/2021",18,0.24,0,3,20,23,40
"5299","09/08/2021",19,0.2,0,2,21,23,34
"5300","09/08/2021",20,0.39,0,6,40,46,16
"5301","09/08/2021",21,0.35,0,4,28,32,21
"5302","09/08/2021",22,0.3,0,3,21,24,23
"5303","09/08/2021",23,0.27,0,3,20,23,18
"5304","09/08/2021",24,0.18,0,4,16,20,14
"5305","10/08/2021",1,0.11,0,3,13,16,16
"5306","10/08/2021",2,0.1,0,6,13,19,16
"5307","10/08/2021",3,0.13,0,10,19,29,8
"5308","10/08/2021",4,0.16,1,9,15,25,10
"5309","10/08/2021",5,0.35,1,22,18,40,6
"5310","10/08/2021",6,0.32,1,17,17,34,5
"5311","10/08/2021",7,0.79,1,74,23,97,1
"5312","10/08/2021",8,0.57,2,43,23,66,4
"5313","10/08/2021",9,0.45,3,25,21,45,11
"5314","10/08/2021",10,0.58,5,22,27,50,16
"5315","10/08/2021",11,0.45,6,11,24,34,33
"5316","10/08/2021",12,0.43,3,8,25,33,53
"5317","10/08/2021",13,0.38,2,4,21,25,72
"5318","10/08/2021",14,0.36,2,2,17,18,88
"5319","10/08/2021",15,0.23,1,1,11,12,87
"5320","10/08/2021",16,0.22,1,2,13,15,73
"5321","10/08/2021",17,0.25,1,3,18,21,54
"5322","10/08/2021",18,0.21,1,3,17,19,45
"5323","10/08/2021",19,0.26,1,4,19,23,23
"5324","10/08/2021",20,0.24,0,2,18,20,22
"5325","10/08/2021",21,0.22,0,1,16,17,26
"5326","10/08/2021",22,0.2,0,1,14,15,34
"5327","10/08/2021",23,0.11,0,2,14,16,40
"5328","10/08/2021",24,0.11,0,1,13,14,33
"5329","11/08/2021",1,0.12,0,2,14,16,25
"5330","11/08/2021",2,0.1,0,3,18,22,20
"5331","11/08/2021",3,0.08,0,2,14,16,21
"5332","11/08/2021",4,0.13,0,9,20,29,11
"5333","11/08/2021",5,0.29,0,11,18,29,9
"5334","11/08/2021",6,0.36,1,30,23,53,4
"5335","11/08/2021",7,0.51,1,42,24,65,2
"5336","11/08/2021",8,0.76,2,56,26,82,3
"5337","11/08/2021",9,0.58,4,30,23,53,11
"5338","11/08/2021",10,0.49,3,18,24,42,19
"5339","11/08/2021",11,0.48,2,13,24,37,26
"5340","11/08/2021",12,0.37,1,7,22,29,43
"5341","11/08/2021",13,0.37,1,4,20,24,65
"5342","11/08/2021",14,0.44,1,3,22,25,90
"5343","11/08/2021",15,0.43,1,1,20,22,107
"5344","11/08/2021",16,0.36,1,1,19,20,95
"5345","11/08/2021",17,0.34,1,1,21,22,70
"5346","11/08/2021",18,0.36,3,1,23,24,53
"5347","11/08/2021",19,0.36,1,3,25,28,37
"5348","11/08/2021",20,0.33,1,3,25,28,34
"5349","11/08/2021",21,0.42,0,3,27,30,28
"5350","11/08/2021",22,0.36,0,2,21,23,27
"5351","11/08/2021",23,0.25,0,3,19,22,26
"5352","11/08/2021",24,0.15,0,4,12,16,23
"5356","12/08/2021",4,0.54,1,43,27,70,1
"5357","12/08/2021",5,0.39,1,44,25,70,4
"5358","12/08/2021",6,0.37,1,25,22,48,4
"5359","12/08/2021",7,0.45,6,26,23,49,3
"5360","12/08/2021",8,0.53,18,29,22,50,8
"5361","12/08/2021",9,0.46,20,29,25,54,9
"5362","12/08/2021",10,0.42,13,20,24,44,15
"5363","12/08/2021",11,0.47,9,17,28,44,30
"5364","12/08/2021",12,0.45,4,8,28,36,53
"5365","12/08/2021",13,0.45,2,4,25,29,79
"5366","12/08/2021",14,0.41,2,3,23,26,98
"5367","12/08/2021",15,0.39,1,1,20,22,113
"5368","12/08/2021",16,0.33,1,1,19,20,116
"5369","12/08/2021",17,0.35,1,2,28,30,68
"5370","12/08/2021",18,0.31,1,2,24,26,52
"5371","12/08/2021",19,0.38,1,3,33,36,37
"5372","12/08/2021",20,0.27,1,1,23,24,42
"5373","12/08/2021",21,0.33,1,2,27,29,29
"5374","12/08/2021",22,0.28,1,1,25,26,38
"5375","12/08/2021",23,0.35,1,2,31,34,24
"5376","12/08/2021",24,0.38,1,6,32,38,16
"5377","13/08/2021",1,0.37,0,6,28,34,10
"5378","13/08/2021",2,0.44,1,32,28,60,3
"5379","13/08/2021",3,0.44,1,11,33,44,7
"5380","13/08/2021",4,0.54,0,13,29,43,9
"5381","13/08/2021",5,0.87,1,46,35,81,2
"5382","13/08/2021",6,0.56,2,96,24,120,2
"5383","13/08/2021",7,0.43,1,25,25,50,1
"5384","13/08/2021",8,0.76,1,54,27,81,2
"5385","13/08/2021",9,0.72,2,48,30,78,4
"5386","13/08/2021",10,0.3,2,9,21,30,24
"5387","13/08/2021",11,0.42,2,13,27,41,29
"5388","13/08/2021",12,0.6,2,13,37,51,44
"5389","13/08/2021",13,0.65,2,7,39,46,71
"5390","13/08/2021",14,0.47,2,3,27,30,100
"5391","13/08/2021",15,0.45,3,1,22,23,117
"5392","13/08/2021",16,0.4,4,1,21,22,104
"5393","13/08/2021",17,0.26,4,2,17,19,60
"5394","13/08/2021",18,0.24,0,2,16,18,33
"5395","13/08/2021",19,0.3,0,3,22,25,29
"5396","13/08/2021",20,0.35,0,2,25,27,32
"5397","13/08/2021",21,0.32,0,1,23,24,33
"5398","13/08/2021",22,0.28,0,2,20,22,28
"5399","13/08/2021",23,0.5,0,2,33,35,15
"5400","13/08/2021",24,0.47,0,6,34,40,8
"5401","14/08/2021",1,0.51,1,16,37,53,5
"5402","14/08/2021",2,0.73,0,22,44,66,1
"5403","14/08/2021",3,0.67,0,13,37,50,2
"5404","14/08/2021",4,0.44,0,19,26,44,5
"5405","14/08/2021",5,0.17,0,7,13,20,11
"5406","14/08/2021",6,0.22,1,15,16,31,9
"5407","14/08/2021",7,0.35,1,18,23,41,3
"5408","14/08/2021",8,0.42,1,21,21,42,4
"5409","14/08/2021",9,0.37,4,17,20,37,11
"5410","14/08/2021",10,0.41,4,16,22,38,24
"5411","14/08/2021",11,0.25,2,6,14,20,35
"5412","14/08/2021",12,0.26,1,4,13,17,49
"5413","14/08/2021",13,0.26,1,2,11,13,61
"5414","14/08/2021",14,0.23,1,2,12,14,66
"5415","14/08/2021",15,0.25,1,2,14,16,58
"5416","14/08/2021",16,0.26,0,4,14,18,41
"5417","14/08/2021",17,0.23,1,3,14,16,40
"5418","14/08/2021",18,0.29,1,3,18,21,30
"5419","14/08/2021",19,0.39,0,10,24,34,13
"5420","14/08/2021",20,0.24,0,3,16,18,21
"5421","14/08/2021",21,0.25,0,3,16,19,17
"5422","14/08/2021",22,0.21,0,2,16,19,15
"5423","14/08/2021",23,0.22,0,3,16,19,13
"5424","14/08/2021",24,0.17,0,3,12,15,17
"5425","15/08/2021",1,0.14,1,4,15,19,15
"5426","15/08/2021",2,0.15,2,3,10,13,15
"5427","15/08/2021",3,0.17,5,2,9,10,15
"5428","15/08/2021",4,0.18,4,2,8,10,17
"5429","15/08/2021",5,0.2,7,2,11,13,15
"5430","15/08/2021",6,0.19,4,4,16,20,11
"5431","15/08/2021",7,0.24,3,5,18,23,10
"5432","15/08/2021",8,0.3,2,12,21,32,9
"5433","15/08/2021",9,0.24,3,11,17,28,15
"5434","15/08/2021",10,0.25,2,7,13,19,26
"5435","15/08/2021",11,0.21,1,4,11,14,36
"5436","15/08/2021",12,0.2,1,2,8,11,48
"5437","15/08/2021",13,0.22,1,2,9,11,58
"5438","15/08/2021",14,0.2,1,1,8,10,65
"5439","15/08/2021",15,0.2,1,1,8,9,67
"5440","15/08/2021",16,0.15,1,1,7,9,63
"5441","15/08/2021",17,0.15,1,2,9,11,56
"5442","15/08/2021",18,0.19,1,2,11,14,45
"5443","15/08/2021",19,0.19,0,3,12,15,30
"5444","15/08/2021",20,0.18,0,2,11,13,26
"5445","15/08/2021",21,0.19,0,2,12,13,25
"5446","15/08/2021",22,0.19,1,2,13,15,22
"5447","15/08/2021",23,0.17,1,4,19,23,14
"5448","15/08/2021",24,0.11,0,3,12,15,20
"5449","16/08/2021",1,0.08,0,1,9,10,21
"5450","16/08/2021",2,0.09,0,3,9,12,19
"5451","16/08/2021",3,0.07,1,2,7,10,20
"5452","16/08/2021",4,0.11,2,4,10,14,17
"5453","16/08/2021",5,0.24,5,9,18,27,11
"5454","16/08/2021",6,0.31,13,9,19,28,9
"5455","16/08/2021",7,0.39,11,12,22,34,5
"5456","16/08/2021",8,0.37,10,10,18,28,10
"5457","16/08/2021",9,0.33,8,9,18,27,15
"5458","16/08/2021",10,0.35,7,9,16,25,25
"5459","16/08/2021",11,0.3,4,6,17,23,38
"5460","16/08/2021",12,0.29,3,5,16,20,52
"5461","16/08/2021",13,0.37,2,3,20,24,66
"5462","16/08/2021",14,0.43,1,2,19,21,89
"5463","16/08/2021",15,0.34,1,1,16,17,97
"5464","16/08/2021",16,0.27,1,2,15,16,85
"5465","16/08/2021",17,0.26,1,2,16,18,69
"5466","16/08/2021",18,0.31,1,4,21,24,41
"5467","16/08/2021",19,0.26,0,3,19,22,35
"5468","16/08/2021",20,0.22,0,2,16,18,29
"5469","16/08/2021",21,0.24,1,2,18,20,22
"5470","16/08/2021",22,0.23,1,4,18,22,17
"5471","16/08/2021",23,0.18,1,3,16,19,18
"5472","16/08/2021",24,0.15,1,3,14,17,18
"5473","17/08/2021",1,0.11,0,3,12,15,19
"5474","17/08/2021",2,0.1,0,3,12,16,17
"5475","17/08/2021",3,0.09,0,2,10,12,20
"5476","17/08/2021",4,0.1,0,5,12,17,19
"5477","17/08/2021",5,0.15,0,11,17,27,14
"5478","17/08/2021",6,0.26,0,13,21,34,9
"5479","17/08/2021",7,0.41,0,13,27,41,3
"5480","17/08/2021",8,0.46,1,21,25,46,6
"5481","17/08/2021",9,0.34,1,12,19,31,16
"5482","17/08/2021",10,0.38,1,11,20,30,27
"5483","17/08/2021",11,0.49,1,10,26,36,38
"5484","17/08/2021",12,0.53,1,6,27,33,63
"5485","17/08/2021",13,0.51,1,3,23,25,89
"5486","17/08/2021",14,0.48,1,1,21,22,107
"5487","17/08/2021",15,0.47,1,2,24,26,75
"5488","17/08/2021",16,0.51,0,4,34,38,47
"5489","17/08/2021",17,0.54,1,5,35,40,38
"5490","17/08/2021",18,0.42,0,3,28,31,37
"5491","17/08/2021",19,0.67,0,11,43,54,15
"5492","17/08/2021",20,0.84,1,8,47,55,13
"5493","17/08/2021",21,0.7,0,4,40,44,17
"5494","17/08/2021",22,0.46,0,2,28,30,20
"5495","17/08/2021",23,0.25,1,2,20,22,25
"5496","17/08/2021",24,0.37,1,24,33,57,7
"5497","18/08/2021",1,0.35,0,5,30,36,4
"5498","18/08/2021",2,0.2,0,2,20,22,10
"5499","18/08/2021",3,0.25,1,35,27,62,3
"5500","18/08/2021",4,0.36,1,68,27,95,1
"5501","18/08/2021",5,0.53,2,110,23,133,1
"5502","18/08/2021",6,0.86,1,97,22,120,1
"5503","18/08/2021",7,1.39,2,152,25,177,1
"5504","18/08/2021",8,0.95,2,88,26,114,2
"5505","18/08/2021",9,0.44,1,26,28,54,6
"5506","18/08/2021",10,0.46,3,21,28,49,16
"5507","18/08/2021",11,0.53,3,14,31,46,26
"5508","18/08/2021",12,0.43,3,6,25,31,58
"5509","18/08/2021",13,0.42,2,3,23,27,85
"5510","18/08/2021",14,0.5,1,1,23,24,116
"5511","18/08/2021",15,0.51,2,2,26,28,86
"5512","18/08/2021",16,0.37,4,2,18,20,80
"5513","18/08/2021",17,0.37,2,2,17,19,73
"5514","18/08/2021",18,0.28,3,2,16,18,53
"5515","18/08/2021",19,0.36,4,4,26,30,39
"5516","18/08/2021",20,0.32,3,3,28,31,24
"5517","18/08/2021",21,0.28,1,3,20,22,20
"5518","18/08/2021",22,0.22,0,3,16,19,21
"5519","18/08/2021",23,0.18,0,3,14,17,20
"5520","18/08/2021",24,0.14,0,4,13,16,20
"5521","19/08/2021",1,0.12,0,3,11,14,21
"5522","19/08/2021",2,0.13,1,3,10,13,19
"5523","19/08/2021",3,0.14,3,5,12,17,15
"5524","19/08/2021",4,0.26,2,13,18,31,6
"5525","19/08/2021",5,0.31,3,12,14,26,9
"5526","19/08/2021",6,0.35,4,14,18,32,5
"5527","19/08/2021",7,0.57,3,37,23,60,0
"5528","19/08/2021",8,0.42,3,16,20,35,7
"5529","19/08/2021",9,0.41,6,12,17,29,14
"5530","19/08/2021",10,0.46,10,14,19,33,23
"5531","19/08/2021",11,0.44,9,8,20,28,44
"5532","19/08/2021",12,0.35,4,5,19,24,58
"5533","19/08/2021",13,0.39,2,3,20,24,71
"5534","19/08/2021",14,0.23,1,2,12,14,76
"5535","19/08/2021",15,0.27,1,3,17,20,67
"5536","19/08/2021",16,0.22,1,3,14,18,62
"5537","19/08/2021",17,0.22,1,3,14,17,51
"5538","19/08/2021",18,0.23,1,4,15,19,39
"5539","19/08/2021",19,0.21,0,4,15,20,27
"5540","19/08/2021",20,0.18,0,2,13,15,27
"5541","19/08/2021",21,0.23,0,4,16,20,24
"5542","19/08/2021",22,0.23,1,6,21,27,13
"5543","19/08/2021",23,0.21,1,6,20,27,11
"5544","19/08/2021",24,0.13,0,3,12,15,16
"5545","20/08/2021",1,0.13,0,4,15,20,15
"5546","20/08/2021",2,0.14,1,7,19,26,10
"5547","20/08/2021",3,0.18,1,21,19,41,8
"5548","20/08/2021",4,0.16,1,16,16,32,8
"5549","20/08/2021",5,0.26,6,9,17,26,8
"5550","20/08/2021",6,0.31,13,19,20,39,4
"5551","20/08/2021",7,0.59,10,52,24,76,2
"5552","20/08/2021",8,0.5,26,34,19,53,8
"5553","20/08/2021",9,0.35,21,16,17,33,15
"5554","20/08/2021",10,0.35,13,12,17,29,24
"5555","20/08/2021",11,0.43,10,12,21,33,31
"5556","20/08/2021",12,0.4,12,10,23,33,40
"5557","20/08/2021",13,0.31,7,7,19,25,48
"5558","20/08/2021",14,0.27,11,5,15,20,51
"5559","20/08/2021",15,0.32,5,6,18,24,39
"5560","20/08/2021",16,0.25,1,4,13,18,38
"5561","20/08/2021",17,0.24,1,7,16,23,27
"5562","20/08/2021",18,0.25,1,7,17,24,21
"5563","20/08/2021",19,0.26,6,5,16,21,19
"5564","20/08/2021",20,0.22,18,3,13,17,21
"5565","20/08/2021",21,0.21,11,4,13,17,17
"5566","20/08/2021",22,0.24,4,5,14,19,14
"5567","20/08/2021",23,0.16,2,3,12,15,14
"5568","20/08/2021",24,0.19,2,4,13,16,13
"5569","21/08/2021",1,0.16,1,6,12,18,10
"5570","21/08/2021",2,0.11,1,6,10,15,14
"5571","21/08/2021",3,0.06,1,3,7,10,22
"5572","21/08/2021",4,0.07,1,4,9,13,21
"5573","21/08/2021",5,0.1,0,2,8,10,25
"5574","21/08/2021",6,0.12,0,5,13,18,21
"5575","21/08/2021",7,0.14,0,4,13,17,20
"5576","21/08/2021",8,0.3,0,12,22,34,10
"5577","21/08/2021",9,0.53,1,30,25,55,4
"5578","21/08/2021",10,0.33,1,21,19,40,10
"5579","21/08/2021",11,0.35,1,12,17,29,14
"5580","21/08/2021",12,0.72,1,21,27,48,7
"5581","21/08/2021",13,0.7,1,17,26,43,12
"5582","21/08/2021",14,0.41,1,8,14,22,30
"5583","21/08/2021",15,0.34,1,4,11,15,38
"5584","21/08/2021",16,0.36,1,5,13,18,31
"5585","21/08/2021",17,0.41,1,6,18,24,23
"5586","21/08/2021",18,0.28,0,4,16,20,26
"5587","21/08/2021",19,0.34,0,4,21,25,20
"5588","21/08/2021",20,0.45,0,3,25,28,14
"5589","21/08/2021",21,0.61,1,19,33,51,3
"5590","21/08/2021",22,0.57,1,17,32,48,4
"5591","21/08/2021",23,0.58,0,9,29,38,2
"5592","21/08/2021",24,0.44,0,5,22,27,4
"5593","22/08/2021",1,0.3,0,3,15,19,10
"5594","22/08/2021",2,0.17,0,3,13,16,15
"5595","22/08/2021",3,0.1,0,2,10,12,15
"5596","22/08/2021",4,0.1,0,2,10,12,14
"5597","22/08/2021",5,0.12,0,2,10,12,14
"5598","22/08/2021",6,0.15,0,5,12,17,12
"5599","22/08/2021",7,0.16,0,4,16,20,10
"5600","22/08/2021",8,0.19,0,6,12,18,14
"5601","22/08/2021",9,0.22,1,7,10,17,20
"5602","22/08/2021",10,0.27,1,8,13,22,23
"5603","22/08/2021",11,0.3,1,7,12,19,33
"5604","22/08/2021",12,0.28,1,4,13,17,40
"5605","22/08/2021",13,0.21,1,3,10,13,44
"5606","22/08/2021",14,0.25,1,2,11,14,48
"5607","22/08/2021",15,0.45,1,2,18,21,55
"5608","22/08/2021",16,0.33,0,2,13,16,64
"5609","22/08/2021",17,0.35,1,2,15,18,56
"5610","22/08/2021",18,0.45,0,2,22,24,48
"5611","22/08/2021",19,0.54,0,4,26,30,26
"5612","22/08/2021",20,0.35,0,3,17,20,18
"5613","22/08/2021",21,0.27,0,4,16,20,15
"5614","22/08/2021",22,0.28,0,6,19,25,9
"5615","22/08/2021",23,0.2,0,3,13,16,13
"5616","22/08/2021",24,0.12,0,1,8,9,17
"5617","23/08/2021",1,0.07,0,2,6,8,20
"5618","23/08/2021",2,0.04,0,2,4,6,20
"5619","23/08/2021",3,0.03,0,1,4,6,19
"5620","23/08/2021",4,0.05,0,6,8,14,17
"5621","23/08/2021",5,0.13,0,15,15,30,10
"5622","23/08/2021",6,0.27,0,22,25,47,3
"5623","23/08/2021",7,0.4,1,26,26,52,2
"5624","23/08/2021",8,0.33,1,18,17,36,10
"5625","23/08/2021",9,0.46,1,23,20,43,14
"5626","23/08/2021",10,0.46,2,18,24,42,21
"5627","23/08/2021",11,0.43,2,13,23,36,31
"5628","23/08/2021",12,0.58,2,10,31,42,47
"5629","23/08/2021",13,0.33,1,3,15,18,59
"5630","23/08/2021",14,0.29,1,3,19,22,48
"5631","23/08/2021",15,0.35,1,5,22,27,39
"5632","23/08/2021",16,0.31,0,4,20,24,30
"5633","23/08/2021",17,0.36,0,7,22,30,29
"5634","23/08/2021",18,0.34,1,5,20,25,33
"5635","23/08/2021",19,0.29,0,4,22,26,26
"5636","23/08/2021",20,0.25,0,3,19,22,20
"5637","23/08/2021",21,0.27,0,5,23,29,13
"5638","23/08/2021",22,0.28,0,6,27,33,8
"5639","23/08/2021",23,0.15,0,4,17,21,18
"5640","23/08/2021",24,0.13,0,4,15,19,18
"5641","24/08/2021",1,0.1,0,4,13,17,19
"5642","24/08/2021",2,0.08,0,2,9,12,21
"5643","24/08/2021",3,0.06,0,2,7,9,23
"5644","24/08/2021",4,0.09,0,4,12,16,19
"5645","24/08/2021",5,0.14,0,8,18,26,13
"5646","24/08/2021",6,0.33,1,31,29,60,2
"5647","24/08/2021",7,0.42,1,26,29,56,2
"5648","24/08/2021",8,0.43,1,26,25,51,6
"5649","24/08/2021",9,0.37,2,16,18,34,14
"5650","24/08/2021",10,0.34,1,10,17,27,20
"5651","24/08/2021",11,0.32,1,10,19,29,28
"5652","24/08/2021",12,0.34,1,7,20,27,37
"5653","24/08/2021",13,0.31,1,6,17,22,45
"5654","24/08/2021",14,0.3,1,4,17,21,45
"5655","24/08/2021",15,0.35,1,8,24,32,23
"5656","24/08/2021",16,0.4,0,5,22,27,23
"5657","24/08/2021",17,0.5,0,9,26,35,20
"5658","24/08/2021",18,0.53,1,11,27,38,24
"5659","24/08/2021",19,0.46,1,9,26,35,15
"5660","24/08/2021",20,0.35,0,6,22,28,12
"5661","24/08/2021",21,0.25,0,5,19,24,11
"5662","24/08/2021",22,0.27,0,7,21,28,8
"5663","24/08/2021",23,0.21,0,5,16,21,10
"5664","24/08/2021",24,0.14,0,4,13,17,12
"5665","25/08/2021",1,0.12,0,3,10,12,15
"5666","25/08/2021",2,0.08,0,4,8,12,18
"5667","25/08/2021",3,0.06,0,3,7,10,19
"5668","25/08/2021",4,0.08,0,2,8,10,19
"5669","25/08/2021",5,0.14,0,6,13,19,14
"5670","25/08/2021",6,0.19,0,9,16,25,11
"5671","25/08/2021",7,0.23,0,8,17,26,10
"5672","25/08/2021",8,0.29,1,13,17,30,11
"5673","25/08/2021",9,0.34,2,16,15,31,15
"5674","25/08/2021",10,0.42,1,16,20,36,17
"5675","25/08/2021",11,0.33,1,10,18,28,24
"5676","25/08/2021",12,0.27,1,7,17,24,28
"5677","25/08/2021",13,0.23,1,5,14,19,35
"5678","25/08/2021",14,0.25,0,5,12,17,36
"5679","25/08/2021",15,0.22,0,5,10,15,38
"5680","25/08/2021",16,0.23,0,4,11,15,38
"5681","25/08/2021",17,0.25,0,5,14,19,31
"5682","25/08/2021",18,0.21,0,5,12,17,25
"5683","25/08/2021",19,0.25,0,4,16,20,23
