"","FECHA","HORA","CO","CO2","NO","NO2","NOX","O3"
"3772","07/06/2021",4,0.3,3,33,32,65,8
"3773","07/06/2021",5,0.54,2,41,33,74,4
"3774","07/06/2021",6,1.36,2,119,40,159,4
"3775","07/06/2021",7,1.19,4,141,40,180,3
"3776","07/06/2021",8,0.97,3,70,44,115,7
"3777","07/06/2021",9,0.7,2,34,38,72,20
"3778","07/06/2021",10,0.49,3,11,35,46,43
"3779","07/06/2021",11,0.41,4,13,40,53,45
"3780","07/06/2021",12,0.24,2,4,23,27,66
"3781","07/06/2021",13,0.18,1,1,15,17,78
"3782","07/06/2021",14,0.12,2,0,11,11,83
"3783","07/06/2021",15,0.1,4,0,12,12,82
"3784","07/06/2021",16,0.1,3,0,12,12,76
"3785","07/06/2021",17,0.11,3,1,15,16,70
"3786","07/06/2021",18,0.12,1,0,15,15,59
"3787","07/06/2021",19,0.16,1,1,18,19,47
"3788","07/06/2021",20,0.16,1,0,19,19,41
"3789","07/06/2021",21,0.27,1,3,31,34,26
"3790","07/06/2021",22,0.37,1,14,41,55,13
"3791","07/06/2021",23,0.37,1,14,41,54,12
"3792","07/06/2021",24,0.23,1,1,28,29,20
"3793","08/06/2021",1,0.11,1,2,24,26,24
"3794","08/06/2021",2,0.09,1,3,25,28,25
"3795","08/06/2021",3,0.21,1,33,41,74,5
"3796","08/06/2021",4,0.32,2,63,37,100,6
"3797","08/06/2021",5,0.8,2,92,41,133,6
"3798","08/06/2021",6,0.77,2,79,46,125,5
"3799","08/06/2021",7,1.21,3,113,45,158,4
"3800","08/06/2021",8,0.9,2,55,45,100,9
"3801","08/06/2021",9,0.7,1,29,48,77,21
"3802","08/06/2021",10,0.63,1,19,46,64,35
"3803","08/06/2021",11,0.51,2,9,38,47,56
"3804","08/06/2021",12,0.28,2,3,27,30,72
"3805","08/06/2021",13,0.36,2,4,31,35,84
"3806","08/06/2021",14,0.44,1,1,31,32,124
"3807","08/06/2021",15,0.45,2,0,27,26,148
"3808","08/06/2021",16,0.28,2,0,20,20,126
"3809","08/06/2021",17,0.2,1,0,17,17,105
"3810","08/06/2021",18,0.3,1,0,19,19,98
"3811","08/06/2021",19,0.32,1,0,22,22,69
"3812","08/06/2021",20,0.23,0,0,18,18,53
"3813","08/06/2021",21,0.26,0,0,23,23,48
"3814","08/06/2021",22,0.27,1,1,23,24,40
"3815","08/06/2021",23,0.37,1,2,30,32,24
"3816","08/06/2021",24,0.54,1,0,37,38,17
"3817","09/06/2021",1,0.3,1,5,28,33,15
"3818","09/06/2021",2,0.12,0,1,15,16,20
"3819","09/06/2021",3,0.12,1,3,16,19,20
"3820","09/06/2021",4,0.19,3,3,15,18,22
"3821","09/06/2021",5,0.23,4,7,19,25,17
"3822","09/06/2021",6,0.45,5,29,31,60,9
"3823","09/06/2021",7,0.64,5,39,31,69,6
"3824","09/06/2021",8,0.6,14,23,29,52,11
"3825","09/06/2021",9,0.7,19,20,35,55,16
"3826","09/06/2021",10,0.49,15,10,29,40,28
"3827","09/06/2021",11,0.44,8,7,30,37,45
"3828","09/06/2021",12,0.38,4,3,27,30,70
"3829","09/06/2021",13,0.38,3,0,22,23,109
"3830","09/06/2021",14,0.29,2,0,17,17,121
"3831","09/06/2021",15,0.18,2,0,14,14,106
"3832","09/06/2021",16,0.12,2,0,15,15,85
"3833","09/06/2021",17,0.22,2,1,20,21,59
"3834","09/06/2021",18,0.22,1,0,21,21,53
"3835","09/06/2021",19,0.17,1,1,18,19,42
"3836","09/06/2021",20,0.25,1,4,25,28,23
"3837","09/06/2021",21,0.4,1,10,34,44,11
"3838","09/06/2021",22,0.35,1,4,31,35,12
"3839","09/06/2021",23,0.11,1,3,18,21,20
"3840","09/06/2021",24,0.01,1,1,11,12,24
"3841","10/06/2021",1,0.03,1,6,15,21,18
"3842","10/06/2021",2,0,1,1,10,11,20
"3843","10/06/2021",3,0,1,1,9,10,23
"3844","10/06/2021",4,0.06,3,5,15,20,17
"3845","10/06/2021",5,0.28,14,11,19,30,12
"3846","10/06/2021",6,0.36,10,22,25,47,8
"3847","10/06/2021",7,0.4,20,18,26,43,7
"3848","10/06/2021",8,0.4,35,18,23,40,15
"3849","10/06/2021",9,0.28,21,15,20,35,22
"3850","10/06/2021",10,0.3,17,13,22,35,29
"3851","10/06/2021",11,0.26,8,9,21,31,38
"3852","10/06/2021",12,0.21,3,5,18,23,52
"3853","10/06/2021",13,0.13,1,2,14,16,63
"3854","10/06/2021",14,0.09,1,1,12,13,67
"3855","10/06/2021",15,0.09,1,1,13,14,66
"3856","10/06/2021",16,0.12,1,3,16,18,49
"3857","10/06/2021",17,0.12,1,3,17,20,42
"3858","10/06/2021",18,0.12,2,2,14,16,45
"3859","10/06/2021",19,0.16,2,2,17,19,36
"3860","10/06/2021",20,0.07,1,0,11,12,37
"3861","10/06/2021",21,0.11,2,0,14,14,34
"3862","10/06/2021",22,0.18,3,6,24,29,22
"3863","10/06/2021",23,0.18,3,5,24,28,20
"3864","10/06/2021",24,0.07,3,4,18,22,23
"3865","11/06/2021",1,0.07,5,2,21,23,19
"3866","11/06/2021",2,0.06,8,2,16,18,24
"3867","11/06/2021",3,0.03,9,2,15,17,24
"3868","11/06/2021",4,0.03,6,6,15,21,25
"3869","11/06/2021",5,0.16,4,18,26,44,13
"3870","11/06/2021",6,0.33,4,41,34,74,5
"3871","11/06/2021",7,0.44,6,34,35,69,5
"3872","11/06/2021",8,0.39,16,18,24,42,14
"3873","11/06/2021",9,0.24,25,7,16,23,28
"3874","11/06/2021",10,0.28,16,8,18,26,33
"3875","11/06/2021",11,0.3,11,7,20,28,44
"3876","11/06/2021",12,0.36,7,6,27,33,51
"3877","11/06/2021",13,0.46,5,5,34,39,60
"3878","11/06/2021",14,0.5,3,2,29,31,70
"3879","11/06/2021",15,0.33,1,1,23,24,58
"3880","11/06/2021",16,0.43,1,1,28,29,50
"3881","11/06/2021",17,0.62,2,6,38,44,25
"3882","11/06/2021",18,0.4,1,11,29,40,20
"3883","11/06/2021",19,0.32,1,6,27,33,17
"3884","11/06/2021",20,0.52,1,8,35,43,7
"3885","11/06/2021",21,0.39,1,7,29,35,9
"3886","11/06/2021",22,0.3,1,6,25,30,11
"3887","11/06/2021",23,0.27,1,4,25,29,9
"3888","11/06/2021",24,0.18,1,9,25,34,7
"3889","12/06/2021",1,0.14,4,9,29,39,3
"3890","12/06/2021",2,0.07,2,3,18,22,12
"3891","12/06/2021",3,0.04,1,4,13,17,16
"3892","12/06/2021",4,0.03,1,3,12,15,19
"3893","12/06/2021",5,0.08,1,5,15,20,17
"3894","12/06/2021",6,0.15,1,10,24,33,10
"3895","12/06/2021",7,0.28,2,23,29,52,4
"3896","12/06/2021",8,0.27,2,18,25,44,7
"3897","12/06/2021",9,0.29,4,15,22,37,13
"3898","12/06/2021",10,0.38,5,18,24,42,15
"3899","12/06/2021",11,0.27,4,9,21,30,26
"3900","12/06/2021",12,0.23,2,6,19,25,38
"3901","12/06/2021",13,0.25,2,4,18,23,47
"3902","12/06/2021",14,0.18,1,2,14,16,56
"3903","12/06/2021",15,0.23,2,2,22,24,48
"3904","12/06/2021",16,0.28,3,3,22,24,42
"3905","12/06/2021",17,0.32,1,2,23,25,32
"3906","12/06/2021",18,0.35,1,4,26,30,25
"3907","12/06/2021",19,0.43,1,2,31,33,21
"3908","12/06/2021",20,0.38,1,4,27,30,16
"3909","12/06/2021",21,0.23,0,1,17,18,22
"3910","12/06/2021",22,0.4,1,3,23,26,14
"3911","12/06/2021",23,0.21,0,3,17,20,14
"3916","13/06/2021",4,0.25,1,11,20,32,6
"3917","13/06/2021",5,0.24,0,4,16,20,9
"3918","13/06/2021",6,0.37,1,14,19,34,5
"3919","13/06/2021",7,0.44,1,17,23,40,5
"3920","13/06/2021",8,0.45,1,16,22,38,8
"3921","13/06/2021",9,0.47,1,16,21,37,9
"3922","13/06/2021",10,0.43,3,18,23,40,13
"3923","13/06/2021",11,0.4,4,11,20,30,27
"3924","13/06/2021",12,0.41,4,5,22,27,35
"3925","13/06/2021",13,0.41,3,2,19,20,56
"3926","13/06/2021",14,0.5,3,1,19,20,68
"3927","13/06/2021",15,0.52,2,1,20,21,74
"3928","13/06/2021",16,0.35,2,1,13,14,57
"3929","13/06/2021",17,0.33,1,2,13,15,40
"3930","13/06/2021",18,0.47,1,2,21,23,45
"3931","13/06/2021",19,0.44,2,2,25,27,28
"3932","13/06/2021",20,0.33,1,1,19,20,23
"3933","13/06/2021",21,0.43,0,2,24,25,19
"3934","13/06/2021",22,0.56,0,4,32,36,9
"3935","13/06/2021",23,0.33,0,2,22,23,18
"3936","13/06/2021",24,0.26,0,2,22,24,14
"3937","14/06/2021",1,0.32,0,4,20,24,11
"3938","14/06/2021",2,0.14,0,3,14,17,12
"3939","14/06/2021",3,0.06,0,4,11,15,11
"3940","14/06/2021",4,0.07,0,5,9,14,13
"3941","14/06/2021",5,0.16,0,19,15,33,7
"3942","14/06/2021",6,0.31,1,31,20,50,4
"3943","14/06/2021",7,0.44,1,38,22,60,3
"3944","14/06/2021",8,0.55,1,42,22,63,4
"3945","14/06/2021",9,0.43,1,24,19,42,8
"3946","14/06/2021",10,0.38,2,18,18,36,16
"3947","14/06/2021",11,0.4,2,15,21,36,17
"3948","14/06/2021",12,0.34,1,9,19,28,19
"3949","14/06/2021",13,0.31,1,9,17,26,29
"3950","14/06/2021",14,0.29,1,6,17,22,38
"3951","14/06/2021",15,0.27,1,6,17,23,32
"3952","14/06/2021",16,0.25,1,8,14,23,21
"3953","14/06/2021",17,0.3,1,10,18,29,18
"3954","14/06/2021",18,0.33,1,8,17,26,13
"3955","14/06/2021",19,0.33,1,9,15,24,9
"3956","14/06/2021",20,0.35,1,10,18,28,6
"3957","14/06/2021",21,0.28,0,5,13,18,9
"3958","14/06/2021",22,0.25,0,7,14,21,8
"3959","14/06/2021",23,0.2,1,10,17,27,5
"3960","14/06/2021",24,0.15,1,7,16,23,5
"3961","15/06/2021",1,0.11,1,5,17,21,5
"3962","15/06/2021",2,0.09,0,4,15,19,6
"3963","15/06/2021",3,0.08,0,7,15,22,6
"3964","15/06/2021",4,0.09,0,6,15,21,8
"3965","15/06/2021",5,0.13,0,7,11,18,12
"3966","15/06/2021",6,0.17,0,11,13,24,12
"3967","15/06/2021",7,0.3,1,11,18,29,10
"3968","15/06/2021",8,0.37,1,13,17,30,14
"3969","15/06/2021",9,0.3,1,10,16,25,21
"3970","15/06/2021",10,0.36,2,11,15,26,26
"3971","15/06/2021",11,0.35,1,10,18,27,36
"3972","15/06/2021",12,0.35,1,6,19,25,47
"3973","15/06/2021",13,0.27,1,3,13,16,54
"3974","15/06/2021",14,0.21,1,2,14,16,49
"3975","15/06/2021",15,0.31,1,4,17,21,39
"3976","15/06/2021",16,0.26,0,3,14,16,41
"3977","15/06/2021",17,0.29,0,5,16,21,32
"3978","15/06/2021",18,0.25,1,3,15,18,30
"3979","15/06/2021",19,0.29,1,6,16,22,25
"3980","15/06/2021",20,0.28,1,2,17,19,22
"3981","15/06/2021",21,0.28,1,3,18,21,18
"3982","15/06/2021",22,0.19,1,2,13,15,28
"3983","15/06/2021",23,0.13,0,1,12,14,27
"3984","15/06/2021",24,0.1,1,1,12,13,25
"3985","16/06/2021",1,0.14,2,1,11,12,23
"3986","16/06/2021",2,0.21,8,1,10,11,23
"3987","16/06/2021",3,0.13,6,1,10,12,22
"3988","16/06/2021",4,0.19,8,5,16,21,20
"3989","16/06/2021",5,0.27,4,8,24,32,18
"3990","16/06/2021",6,0.28,3,14,26,39,14
"3991","16/06/2021",7,0.34,3,9,23,32,18
"3992","16/06/2021",8,0.35,3,9,22,32,22
"3993","16/06/2021",9,0.27,2,6,16,22,34
"3994","16/06/2021",10,0.32,1,8,20,27,42
"3995","16/06/2021",11,0.28,1,4,17,21,56
"3996","16/06/2021",12,0.25,1,2,13,15,66
"3997","16/06/2021",13,0.2,1,2,12,14,66
"3998","16/06/2021",14,0.2,1,1,11,12,67
"3999","16/06/2021",15,0.19,1,1,11,13,65
"4000","16/06/2021",16,0.22,1,2,14,16,61
"4001","16/06/2021",17,0.19,1,2,13,15,55
"4002","16/06/2021",18,0.24,1,2,15,17,45
"4003","16/06/2021",19,0.26,1,3,18,21,37
"4004","16/06/2021",20,0.22,1,1,19,19,36
"4005","16/06/2021",21,0.24,4,1,18,19,33
"4006","16/06/2021",22,0.24,6,1,15,16,32
"4007","16/06/2021",23,0.23,19,1,13,14,32
"4008","16/06/2021",24,0.13,10,1,9,10,34
"4009","17/06/2021",1,0.12,4,1,12,13,30
"4010","17/06/2021",2,0.09,2,1,14,15,28
"4011","17/06/2021",3,0.08,1,2,15,17,26
"4012","17/06/2021",4,0.09,1,6,14,20,24
"4013","17/06/2021",5,0.14,2,4,14,18,25
"4014","17/06/2021",6,0.24,2,9,26,35,14
"4015","17/06/2021",7,0.35,2,15,35,50,6
"4016","17/06/2021",8,0.44,2,24,34,57,9
"4017","17/06/2021",9,0.37,2,11,23,34,20
"4018","17/06/2021",10,0.31,1,7,18,24,28
"4019","17/06/2021",11,0.3,1,6,18,24,29
"4020","17/06/2021",12,0.3,1,7,19,26,29
"4021","17/06/2021",13,0.26,1,6,16,22,36
"4022","17/06/2021",14,0.23,1,4,14,17,44
"4023","17/06/2021",15,0.24,2,4,14,17,49
"4024","17/06/2021",16,0.25,1,4,17,21,43
"4025","17/06/2021",17,0.26,1,5,16,21,29
"4026","17/06/2021",18,0.26,1,6,16,22,23
"4027","17/06/2021",19,0.3,1,4,18,22,19
"4028","17/06/2021",20,0.23,1,2,16,18,21
"4029","17/06/2021",21,0.21,1,2,18,20,17
"4030","17/06/2021",22,0.19,1,2,17,19,18
"4031","17/06/2021",23,0.15,1,2,17,19,19
"4032","17/06/2021",24,0.14,1,3,18,21,18
"4033","18/06/2021",1,0.11,1,2,14,16,21
"4034","18/06/2021",2,0.07,1,1,8,9,27
"4035","18/06/2021",3,0.07,0,2,11,13,25
"4036","18/06/2021",4,0.12,1,5,16,22,19
"4037","18/06/2021",5,0.19,1,11,21,31,15
"4038","18/06/2021",6,0.24,1,13,20,33,15
"4039","18/06/2021",7,0.42,1,17,27,44,7
"4040","18/06/2021",8,0.67,2,38,32,70,6
"4041","18/06/2021",9,0.49,2,20,27,47,15
"4042","18/06/2021",10,0.4,2,13,24,37,24
"4043","18/06/2021",11,0.54,1,11,29,40,29
"4044","18/06/2021",12,0.6,1,11,31,41,39
"4045","18/06/2021",13,0.56,1,4,29,33,51
"4046","18/06/2021",14,0.57,1,5,27,32,39
"4047","18/06/2021",15,0.57,1,7,21,28,26
"4048","18/06/2021",16,0.69,1,12,26,38,19
"4049","18/06/2021",17,0.74,1,12,26,38,16
"4050","18/06/2021",18,0.45,1,15,18,33,9
"4051","18/06/2021",19,0.46,1,16,16,32,8
"4052","18/06/2021",20,0.68,1,23,21,44,4
"4053","18/06/2021",21,0.55,1,18,20,38,4
"4054","18/06/2021",22,0.55,1,18,20,37,3
"4055","18/06/2021",23,0.54,0,21,19,41,3
"4064","19/06/2021",8,0.47,1,27,17,44,6
"4065","19/06/2021",9,0.28,1,15,11,26,13
"4066","19/06/2021",10,0.14,1,8,7,15,16
"4067","19/06/2021",11,0.17,1,9,8,16,15
"4068","19/06/2021",12,0.15,1,7,6,14,17
"4069","19/06/2021",13,0.13,0,7,6,14,18
"4070","19/06/2021",14,0.22,0,9,9,18,15
"4071","19/06/2021",15,0.21,0,10,8,17,16
"4072","19/06/2021",16,0.11,0,6,6,13,17
"4073","19/06/2021",17,0.11,0,8,9,16,15
"4074","19/06/2021",18,0.11,0,7,8,15,14
"4075","19/06/2021",19,0.15,0,7,10,17,12
"4076","19/06/2021",20,0.15,0,6,11,17,10
"4077","19/06/2021",21,0.2,0,6,12,17,10
"4078","19/06/2021",22,0.18,0,5,12,18,9
"4079","19/06/2021",23,0.13,0,2,12,14,10
"4080","19/06/2021",24,0.24,0,15,15,29,6
"4081","20/06/2021",1,0.28,1,12,16,29,4
"4082","20/06/2021",2,0.23,1,31,16,47,4
"4083","20/06/2021",3,0.17,1,19,14,33,6
"4084","20/06/2021",4,0.29,1,24,15,39,3
"4085","20/06/2021",5,0.48,1,44,15,59,3
"4086","20/06/2021",6,0.36,1,33,15,49,3
"4087","20/06/2021",7,0.86,1,77,16,93,3
"4088","20/06/2021",8,0.47,1,33,16,49,6
"4089","20/06/2021",9,0.5,1,23,18,41,10
"4090","20/06/2021",10,0.33,1,14,15,29,18
"4091","20/06/2021",11,0.33,1,7,15,22,32
"4092","20/06/2021",12,0.21,0,4,11,15,38
"4093","20/06/2021",13,0.17,0,3,8,11,47
"4094","20/06/2021",14,0.19,0,1,8,10,64
"4095","20/06/2021",15,0.23,0,1,11,12,66
"4096","20/06/2021",16,0.25,0,2,15,16,38
"4097","20/06/2021",17,0.26,1,5,16,21,21
"4098","20/06/2021",18,0.11,1,4,8,12,20
"4099","20/06/2021",19,0.17,1,5,12,16,17
"4100","20/06/2021",20,0.33,1,9,20,29,9
"4101","20/06/2021",21,0.19,1,8,15,23,13
"4102","20/06/2021",22,0.24,1,3,18,20,16
"4103","20/06/2021",23,0.3,1,2,22,25,16
"4104","20/06/2021",24,0.28,1,7,21,28,13
"4105","21/06/2021",1,0.35,0,5,22,27,8
"4106","21/06/2021",2,0.37,0,10,23,33,5
"4107","21/06/2021",3,0.34,0,18,22,40,3
"4108","21/06/2021",4,0.44,1,45,19,64,3
"4109","21/06/2021",5,0.97,1,50,22,72,3
"4110","21/06/2021",6,0.71,1,41,23,64,3
"4111","21/06/2021",7,1.09,2,118,23,141,3
"4112","21/06/2021",8,1.65,3,157,27,184,3
"4113","21/06/2021",9,1.07,2,72,35,107,8
"4114","21/06/2021",10,0.85,3,32,44,75,22
"4115","21/06/2021",11,0.56,3,12,36,49,45
"4116","21/06/2021",12,0.45,2,7,31,38,62
"4117","21/06/2021",13,0.47,2,4,31,35,91
"4118","21/06/2021",14,0.37,2,2,22,24,109
"4119","21/06/2021",15,0.28,2,1,16,17,127
"4120","21/06/2021",16,0.35,2,1,18,19,116
"4121","21/06/2021",17,0.36,1,2,27,28,73
"4122","21/06/2021",18,0.23,2,2,19,21,36
"4123","21/06/2021",19,0.2,2,1,22,23,48
"4124","21/06/2021",20,0.15,1,1,17,18,42
"4125","21/06/2021",21,0.21,1,4,21,25,25
"4126","21/06/2021",22,0.32,1,5,29,34,15
"4127","21/06/2021",23,0.31,1,2,27,29,21
"4128","21/06/2021",24,0.22,1,5,23,28,15
"4129","22/06/2021",1,0.26,1,3,28,32,12
"4130","22/06/2021",2,0.17,1,5,22,27,14
"4131","22/06/2021",3,0.06,1,3,20,23,14
"4132","22/06/2021",4,0.08,1,5,20,25,13
"4133","22/06/2021",5,0.24,1,9,26,35,5
"4134","22/06/2021",6,0.8,1,58,32,89,4
"4135","22/06/2021",7,0.95,1,69,32,102,3
"4136","22/06/2021",8,1.61,3,123,35,158,3
"4137","22/06/2021",9,0.82,2,39,30,70,12
"4138","22/06/2021",10,0.93,2,23,44,67,23
"4139","22/06/2021",11,0.69,2,11,35,46,48
"4140","22/06/2021",12,0.57,2,5,29,34,75
"4141","22/06/2021",13,0.47,2,3,27,30,92
"4142","22/06/2021",14,0.41,2,2,23,25,101
"4143","22/06/2021",15,0.44,2,1,21,22,126
"4144","22/06/2021",16,0.49,1,1,26,26,101
"4145","22/06/2021",17,0.44,1,2,29,31,65
"4146","22/06/2021",18,0.49,1,1,29,30,52
"4147","22/06/2021",19,0.35,1,2,24,26,34
"4148","22/06/2021",20,0.32,0,2,22,24,31
"4149","22/06/2021",21,0.32,0,3,29,31,22
"4150","22/06/2021",22,0.35,0,3,32,35,18
"4151","22/06/2021",23,0.48,0,4,36,40,14
"4152","22/06/2021",24,0.38,0,1,27,28,22
"4153","23/06/2021",1,0.35,0,5,28,33,15
"4154","23/06/2021",2,0.25,0,1,23,24,21
"4155","23/06/2021",3,0.13,0,1,13,13,29
"4156","23/06/2021",4,0.05,0,0,8,8,31
"4157","23/06/2021",5,0.25,1,6,18,24,18
"4158","23/06/2021",6,0.56,1,39,27,66,7
"4159","23/06/2021",7,0.74,1,59,28,87,3
"4160","23/06/2021",8,0.67,1,33,30,64,7
"4161","23/06/2021",9,1.08,2,41,37,79,10
"4162","23/06/2021",10,0.79,1,22,33,55,23
"4163","23/06/2021",11,0.71,1,14,34,48,38
"4164","23/06/2021",12,0.66,2,9,33,42,59
"4165","23/06/2021",13,0.59,1,4,29,32,74
"4166","23/06/2021",14,0.44,2,4,24,27,60
"4167","23/06/2021",15,0.36,2,4,17,21,56
"4168","23/06/2021",16,0.25,2,2,12,15,67
"4169","23/06/2021",17,0.26,1,1,14,15,67
"4170","23/06/2021",18,0.3,2,2,20,21,42
"4171","23/06/2021",19,0.39,1,5,28,33,24
"4172","23/06/2021",20,0.28,1,2,20,23,29
"4173","23/06/2021",21,0.32,0,2,20,22,25
"4174","23/06/2021",22,0.33,0,2,18,21,20
"4175","23/06/2021",23,0.28,0,3,20,22,19
"4176","23/06/2021",24,0.22,0,3,17,20,17
"4177","24/06/2021",1,0.23,1,6,23,29,18
"4178","24/06/2021",2,0.06,1,1,9,10,29
"4179","24/06/2021",3,0.09,1,4,20,24,14
"4180","24/06/2021",4,0.35,1,25,25,50,8
"4181","24/06/2021",5,1.35,2,98,34,132,3
"4182","24/06/2021",6,0.62,1,67,26,93,3
"4183","24/06/2021",7,1.2,2,136,22,158,3
"4184","24/06/2021",8,0.66,2,44,22,67,6
"4185","24/06/2021",9,0.7,3,40,33,73,10
"4186","24/06/2021",10,0.6,4,26,32,58,21
"4187","24/06/2021",11,0.45,3,13,27,40,34
"4188","24/06/2021",12,0.49,2,9,29,38,54
"4189","24/06/2021",13,0.47,2,4,25,29,75
"4190","24/06/2021",14,0.61,1,2,32,34,75
"4191","24/06/2021",15,0.63,1,3,32,35,82
"4192","24/06/2021",16,0.57,1,2,30,32,81
"4193","24/06/2021",17,0.52,1,3,32,35,45
"4194","24/06/2021",18,0.43,1,4,27,31,27
"4195","24/06/2021",19,0.32,1,3,20,23,28
"4196","24/06/2021",20,0.34,1,3,22,25,23
"4197","24/06/2021",21,0.37,1,3,23,26,17
"4198","24/06/2021",22,0.22,0,4,16,20,18
"4199","24/06/2021",23,0.19,0,9,18,27,12
"4204","25/06/2021",4,0.41,1,29,24,53,3
"4205","25/06/2021",5,0.35,1,21,18,39,4
"4206","25/06/2021",6,0.38,1,59,18,77,3
"4207","25/06/2021",7,0.76,2,87,21,108,3
"4208","25/06/2021",8,0.47,2,44,18,62,6
"4209","25/06/2021",9,0.47,3,37,25,62,12
"4210","25/06/2021",10,0.41,3,22,28,50,20
"4211","25/06/2021",11,0.54,2,19,36,54,26
"4212","25/06/2021",12,0.35,1,7,24,30,35
"4213","25/06/2021",13,0.31,1,6,22,28,22
"4214","25/06/2021",14,0.48,1,20,24,44,14
"4215","25/06/2021",15,0.49,2,17,23,40,23
"4216","25/06/2021",16,0.11,6,5,10,15,29
"4217","25/06/2021",17,0.16,3,6,16,22,21
"4218","25/06/2021",18,0.08,1,3,15,19,29
"4219","25/06/2021",19,0.19,1,6,20,27,22
"4220","25/06/2021",20,0.5,1,14,33,47,8
"4221","25/06/2021",21,0.76,1,28,39,67,3
"4222","25/06/2021",22,0.81,1,29,37,67,3
"4223","25/06/2021",23,0.69,1,35,34,69,3
"4224","25/06/2021",24,0.8,1,48,32,80,3
"4225","26/06/2021",1,0.77,1,45,32,78,3
"4226","26/06/2021",2,0.79,1,44,32,75,3
"4227","26/06/2021",3,0.8,1,48,28,77,3
"4228","26/06/2021",4,0.54,1,35,28,63,3
"4229","26/06/2021",5,0.5,1,53,24,77,3
"4230","26/06/2021",6,0.42,1,35,23,59,5
"4231","26/06/2021",7,0.64,1,62,25,87,4
"4232","26/06/2021",8,0.45,2,32,23,55,10
"4233","26/06/2021",9,0.23,1,13,16,28,21
"5089","01/08/2021",1,0.9,0,30,35,65,1
"5090","01/08/2021",2,1.06,1,57,32,89,1
"5091","01/08/2021",3,0.83,1,57,33,90,1
"5092","01/08/2021",4,0.28,0,7,21,28,7
"5093","01/08/2021",5,0.33,0,12,18,30,6
"5094","01/08/2021",6,0.54,0,27,23,50,3
"5095","01/08/2021",7,0.75,1,40,25,65,3
"5096","01/08/2021",8,0.71,2,35,24,60,5
"5097","01/08/2021",9,0.4,13,16,21,37,14
"5098","01/08/2021",10,0.4,10,11,20,31,28
"5099","01/08/2021",11,0.31,5,5,15,20,46
"5100","01/08/2021",12,0.26,3,3,12,15,61
"5101","01/08/2021",13,0.18,2,2,9,11,69
"5102","01/08/2021",14,0.26,1,1,11,12,84
"5103","01/08/2021",15,0.38,1,1,15,15,101
"5104","01/08/2021",16,0.4,1,1,18,19,89
"5105","01/08/2021",17,0.34,1,1,16,18,61
"5106","01/08/2021",18,0.27,1,3,16,19,43
"5107","01/08/2021",19,0.19,0,2,14,16,44
"5108","01/08/2021",20,0.23,0,1,16,17,40
"5109","01/08/2021",21,0.41,0,2,27,29,29
"5110","01/08/2021",22,0.77,0,6,42,48,10
"5111","01/08/2021",23,0.71,0,5,40,45,9
"5112","01/08/2021",24,0.65,0,9,35,44,6
"5113","02/08/2021",1,0.59,1,15,35,50,3
"5114","02/08/2021",2,0.77,1,25,38,63,1
"5115","02/08/2021",3,0.8,1,24,40,64,1
"5116","02/08/2021",4,0.65,1,20,35,54,1
"5117","02/08/2021",5,0.75,1,71,32,103,2
"5118","02/08/2021",6,0.8,1,65,33,97,2
"5119","02/08/2021",7,0.85,1,58,29,87,2
"5120","02/08/2021",8,0.77,2,36,29,66,6
"5121","02/08/2021",9,0.64,3,24,30,54,17
"5122","02/08/2021",10,0.68,2,17,35,52,26
"5123","02/08/2021",11,0.75,3,13,39,51,44
"5124","02/08/2021",12,0.56,3,7,29,35,64
"5125","02/08/2021",13,0.47,2,6,29,35,68
"5126","02/08/2021",14,0.43,1,3,24,27,94
"5127","02/08/2021",15,0.38,3,1,18,19,96
"5128","02/08/2021",16,0.43,5,2,22,23,94
"5129","02/08/2021",17,0.36,7,2,19,21,93
"5130","02/08/2021",18,0.27,4,2,16,18,56
"5131","02/08/2021",19,0.22,1,3,18,21,26
"5132","02/08/2021",20,0.16,0,3,14,17,22
"5133","02/08/2021",21,0.12,0,2,11,13,29
"5134","02/08/2021",22,0.1,0,2,10,12,27
"5135","02/08/2021",23,0.14,0,2,13,15,23
"5136","02/08/2021",24,0.13,0,1,13,14,23
"5137","03/08/2021",1,0.12,0,1,11,12,24
"5138","03/08/2021",2,0.18,0,6,29,35,6
"5139","03/08/2021",3,0.17,0,5,21,26,11
"5140","03/08/2021",4,0.2,0,1,14,15,19
"5141","03/08/2021",5,0.34,0,3,18,22,17
"5142","03/08/2021",6,0.77,1,101,29,130,3
"5143","03/08/2021",7,0.63,1,53,26,79,2
"5144","03/08/2021",8,0.74,1,48,22,70,2
"5145","03/08/2021",9,0.66,1,31,25,55,6
"5146","03/08/2021",10,0.81,1,32,33,65,7
"5147","03/08/2021",11,0.89,1,32,39,71,13
"5148","03/08/2021",12,0.83,1,20,40,60,29
"5149","03/08/2021",13,0.78,1,10,38,48,55
"5150","03/08/2021",14,0.57,1,5,28,33,71
"5151","03/08/2021",15,0.39,1,3,22,24,63
"5152","03/08/2021",16,0.47,1,3,28,31,59
"5153","03/08/2021",17,0.43,1,3,23,26,40
"5154","03/08/2021",18,0.38,1,6,25,31,18
"5155","03/08/2021",19,0.26,0,4,21,25,17
"5156","03/08/2021",20,0.19,0,4,17,21,19
"5157","03/08/2021",21,0.21,0,4,17,20,18
"5158","03/08/2021",22,0.22,0,6,19,25,15
"5159","03/08/2021",23,0.26,0,9,26,35,9
