"","newCol","tsDataF.NO2"
"3728","15/11/2021 01",12
"3729","15/11/2021 02",17
"3730","15/11/2021 03",23
"3731","15/11/2021 04",16
"3732","15/11/2021 05",16
"3733","15/11/2021 06",24
"3734","15/11/2021 07",27
"3735","15/11/2021 08",27
"3736","15/11/2021 09",30
"3737","15/11/2021 10",29
"3738","15/11/2021 11",21
"3739","15/11/2021 12",20
"3740","15/11/2021 13",19
"3741","15/11/2021 14",20
"3742","15/11/2021 15",16
"3743","15/11/2021 16",12
"3744","15/11/2021 17",11
"3745","15/11/2021 18",20
"3746","15/11/2021 19",21
"3747","15/11/2021 20",17
"3748","15/11/2021 21",20
"3749","15/11/2021 22",18
"3750","15/11/2021 23",19
"3751","15/11/2021 24",29
"3752","15/12/2021 01",34
"3753","15/12/2021 02",33
"3754","15/12/2021 03",27
"3755","15/12/2021 04",28
"3756","15/12/2021 05",29
"3757","15/12/2021 06",29
"3758","15/12/2021 07",27
"3759","15/12/2021 08",29
"3760","15/12/2021 09",34
"3761","15/12/2021 10",51.5047978621496
"3762","15/12/2021 11",51.5047978621496
"3763","15/12/2021 12",51.5047978621496
"3764","15/12/2021 13",40
"3765","15/12/2021 14",28
"3766","15/12/2021 15",31
"3767","15/12/2021 16",32
"3768","15/12/2021 17",38
"3769","15/12/2021 18",51.5047978621496
"3770","15/12/2021 19",51.5047978621496
"3771","15/12/2021 20",51.5047978621496
"3772","15/12/2021 21",51.5047978621496
"3773","15/12/2021 22",47
"3774","15/12/2021 23",40
"3775","15/12/2021 24",44
"3776","16/01/2021 01",41
"3777","16/01/2021 02",36
"3778","16/01/2021 03",22
"3779","16/01/2021 04",27
"3780","16/01/2021 05",32
"3781","16/01/2021 06",35
"3782","16/01/2021 07",35
"3783","16/01/2021 08",37
"3784","16/01/2021 09",41
"3785","16/01/2021 10",44
"3786","16/01/2021 11",40
"3787","16/01/2021 12",26
"3788","16/01/2021 13",21
"3789","16/01/2021 14",19
"3790","16/01/2021 15",25
"3791","16/01/2021 16",19
"3792","16/01/2021 17",19
"3793","16/01/2021 18",29
"3794","16/01/2021 19",27
"3795","16/01/2021 20",28
"3796","16/01/2021 21",40
"3797","16/01/2021 22",35
"3798","16/01/2021 23",24
"3799","16/01/2021 24",21
"3800","16/02/2021 01",30
"3801","16/02/2021 02",22
"3802","16/02/2021 03",23
"3803","16/02/2021 04",31
"3804","16/02/2021 05",36
"3805","16/02/2021 06",43
"3806","16/02/2021 07",46
"3807","16/02/2021 08",42
"3808","16/02/2021 09",41
"3809","16/02/2021 10",47
"3810","16/02/2021 11",30
"3811","16/02/2021 12",23
"3812","16/02/2021 13",19
"3813","16/02/2021 14",19
"3814","16/02/2021 15",11
"3815","16/02/2021 16",9
"3816","16/02/2021 17",8
"3817","16/02/2021 18",19
"3818","16/02/2021 19",21
"3819","16/02/2021 20",33
"3820","16/02/2021 21",24
"3821","16/02/2021 22",13
"3822","16/02/2021 23",11
"3823","16/02/2021 24",14
"3824","16/03/2021 01",19
"3825","16/03/2021 02",24
"3826","16/03/2021 03",30
"3827","16/03/2021 04",23
"3828","16/03/2021 05",29
"3829","16/03/2021 06",42
"3830","16/03/2021 07",45
"3831","16/03/2021 08",51
"3832","16/03/2021 09",51.5047978621496
"3833","16/03/2021 10",44
"3834","16/03/2021 11",28
"3835","16/03/2021 12",25
"3836","16/03/2021 13",22
"3837","16/03/2021 14",16
"3838","16/03/2021 15",13
"3839","16/03/2021 16",13
"3840","16/03/2021 17",18
"3841","16/03/2021 18",16
"3842","16/03/2021 19",20
"3843","16/03/2021 20",35
"3844","16/03/2021 21",44
"3845","16/03/2021 22",35
"3846","16/03/2021 23",27
"3847","16/03/2021 24",27
"3848","16/04/2021 01",33
"3849","16/04/2021 02",25
"3850","16/04/2021 03",24
"3851","16/04/2021 04",42
"3852","16/04/2021 05",48
"3853","16/04/2021 06",48
"3854","16/04/2021 07",49
"3855","16/04/2021 08",50
"3856","16/04/2021 09",51.5047978621496
"3857","16/04/2021 10",51.5047978621496
"3858","16/04/2021 11",43
"3859","16/04/2021 12",29
"3860","16/04/2021 13",16
"3861","16/04/2021 14",13
"3862","16/04/2021 15",14
"3863","16/04/2021 16",18
"3864","16/04/2021 17",21
"3865","16/04/2021 18",18
"3866","16/04/2021 19",17
"3867","16/04/2021 20",36
"3868","16/04/2021 21",40
"3869","16/04/2021 22",17
"3870","16/04/2021 23",21
"3871","16/04/2021 24",22
"3872","16/05/2021 01",23
"3873","16/05/2021 02",21
"3874","16/05/2021 03",14
"3875","16/05/2021 04",16
"3876","16/05/2021 05",20
"3877","16/05/2021 06",18
"3878","16/05/2021 07",16
"3879","16/05/2021 08",25
"3880","16/05/2021 09",17
"3881","16/05/2021 10",13
"3882","16/05/2021 11",14
"3883","16/05/2021 12",14
"3884","16/05/2021 13",12
"3885","16/05/2021 14",10
"3886","16/05/2021 15",10
"3887","16/05/2021 16",16
"3888","16/05/2021 17",12
"3889","16/05/2021 18",11
"3890","16/05/2021 19",25
"3891","16/05/2021 20",44
"3892","16/05/2021 21",34
"3893","16/05/2021 22",31
"3894","16/05/2021 23",27
"3895","16/05/2021 24",21
"3896","16/06/2021 01",11
"3897","16/06/2021 02",10
"3898","16/06/2021 03",10
"3899","16/06/2021 04",16
"3900","16/06/2021 05",24
"3901","16/06/2021 06",26
"3902","16/06/2021 07",23
"3903","16/06/2021 08",22
"3904","16/06/2021 09",16
"3905","16/06/2021 10",20
"3906","16/06/2021 11",17
"3907","16/06/2021 12",13
"3908","16/06/2021 13",12
"3909","16/06/2021 14",11
"3910","16/06/2021 15",11
"3911","16/06/2021 16",14
"3912","16/06/2021 17",13
"3913","16/06/2021 18",15
"3914","16/06/2021 19",18
"3915","16/06/2021 20",19
"3916","16/06/2021 21",18
"3917","16/06/2021 22",15
"3918","16/06/2021 23",13
"3919","16/06/2021 24",9
"3920","16/08/2021 01",9
"3921","16/08/2021 02",9
"3922","16/08/2021 03",7
"3923","16/08/2021 04",10
"3924","16/08/2021 05",18
"3925","16/08/2021 06",19
"3926","16/08/2021 07",22
"3927","16/08/2021 08",18
"3928","16/08/2021 09",18
"3929","16/08/2021 10",16
"3930","16/08/2021 11",17
"3931","16/08/2021 12",16
"3932","16/08/2021 13",20
"3933","16/08/2021 14",19
"3934","16/08/2021 15",16
"3935","16/08/2021 16",15
"3936","16/08/2021 17",16
"3937","16/08/2021 18",21
"3938","16/08/2021 19",19
"3939","16/08/2021 20",16
"3940","16/08/2021 21",18
"3941","16/08/2021 22",18
"3942","16/08/2021 23",16
"3943","16/08/2021 24",14
"3944","16/09/2021 01",15
"3945","16/09/2021 02",19
"3946","16/09/2021 03",17
"3947","16/09/2021 04",16
"3948","16/09/2021 05",16
"3949","16/09/2021 06",20
"3950","16/09/2021 07",19
"3951","16/09/2021 08",20
"3952","16/09/2021 09",21
"3953","16/09/2021 10",16
"3954","16/09/2021 11",17
"3955","16/09/2021 12",17
"3956","16/09/2021 13",19
"3957","16/09/2021 14",14
"3958","16/09/2021 15",12
"3959","16/09/2021 16",11
"3960","16/09/2021 17",17
"3961","16/09/2021 18",26
"3962","16/09/2021 19",33
"3963","16/09/2021 20",32
"3964","16/09/2021 21",34
"3965","16/09/2021 22",29
"3966","16/09/2021 23",20
"3967","16/09/2021 24",18
"3968","16/10/2021 01",21
"3969","16/10/2021 02",18
"3970","16/10/2021 03",20
"3971","16/10/2021 04",24
"3972","16/10/2021 05",26
"3973","16/10/2021 06",19
"3974","16/10/2021 07",21
"3975","16/10/2021 08",19
"3976","16/10/2021 09",18
"3977","16/10/2021 10",15
"3978","16/10/2021 11",11
"3979","16/10/2021 12",10
"3980","16/10/2021 13",8
"3981","16/10/2021 14",9
"3982","16/10/2021 15",9
"3983","16/10/2021 16",9
"3984","16/10/2021 17",11
"3985","16/10/2021 18",15
"3986","16/10/2021 19",16
"3987","16/10/2021 20",15
"3988","16/10/2021 21",12
"3989","16/10/2021 22",14
"3990","16/10/2021 23",16
"3991","16/10/2021 24",14
"3992","16/11/2021 04",30
"3993","16/11/2021 05",33
"3994","16/11/2021 06",35
"3995","16/11/2021 07",35
"3996","16/11/2021 08",34
"3997","16/11/2021 09",41
"3998","16/11/2021 10",45
"3999","16/11/2021 11",49
"4000","16/11/2021 12",49
"4001","16/11/2021 13",42
"4002","16/11/2021 14",27
"4003","16/11/2021 15",27
"4004","16/11/2021 16",25
"4005","16/11/2021 17",29
"4006","16/11/2021 18",34
"4007","16/11/2021 19",40
"4008","16/11/2021 20",31
"4009","16/11/2021 21",45
"4010","16/11/2021 22",28
"4011","16/11/2021 23",43
"4012","16/11/2021 24",39
"4013","16/12/2021 04",33
"4014","16/12/2021 05",46
"4015","16/12/2021 06",43
"4016","16/12/2021 07",45
"4017","16/12/2021 08",47
"4018","16/12/2021 09",51.5047978621496
"4019","16/12/2021 10",51.5047978621496
"4020","16/12/2021 11",51.5047978621496
"4021","16/12/2021 12",36
"4022","16/12/2021 13",29
"4023","16/12/2021 14",33
"4024","16/12/2021 15",29
"4025","16/12/2021 16",27
"4026","16/12/2021 17",33
"4027","16/12/2021 18",38
"4028","16/12/2021 19",51.5047978621496
"4029","16/12/2021 20",51.5047978621496
"4030","16/12/2021 21",51.5047978621496
"4031","16/12/2021 22",43
"4032","16/12/2021 23",40
"4033","16/12/2021 24",34
"4034","17/01/2021 01",24
"4035","17/01/2021 02",23
"4036","17/01/2021 03",27
"4037","17/01/2021 04",27
"4038","17/01/2021 05",27
"4039","17/01/2021 06",28
"4040","17/01/2021 07",24
"4041","17/01/2021 08",23
"4042","17/01/2021 09",23
"4043","17/01/2021 10",23
"4044","17/01/2021 11",17
"4045","17/01/2021 12",17
"4046","17/01/2021 13",4
"4047","17/01/2021 14",4
"4048","17/01/2021 15",9
"4049","17/01/2021 16",10
"4050","17/01/2021 17",7
"4051","17/01/2021 18",19
"4052","17/01/2021 19",21
"4053","17/01/2021 20",26
"4054","17/01/2021 21",28
"4055","17/01/2021 22",24
"4056","17/01/2021 23",23
"4057","17/01/2021 24",25
"4058","17/02/2021 01",11
"4059","17/02/2021 02",16
"4060","17/02/2021 03",23
"4061","17/02/2021 04",26
"4062","17/02/2021 05",24
"4063","17/02/2021 06",28
"4064","17/02/2021 07",35
"4065","17/02/2021 08",40
"4066","17/02/2021 09",39
"4067","17/02/2021 10",34
"4068","17/02/2021 11",32
"4069","17/02/2021 12",20
"4070","17/02/2021 13",17
"4071","17/02/2021 14",15
"4072","17/02/2021 15",14
"4073","17/02/2021 16",17
"4074","17/02/2021 17",20
"4075","17/02/2021 18",21
"4076","17/02/2021 19",17
"4077","17/02/2021 20",23
"4078","17/02/2021 21",35
"4079","17/02/2021 22",43
"4080","17/02/2021 23",46
"4081","17/02/2021 24",49
"4082","17/03/2021 01",29
"4083","17/03/2021 02",42
"4084","17/03/2021 03",34
"4085","17/03/2021 04",30
"4086","17/03/2021 05",30
"4087","17/03/2021 06",29
"4088","17/03/2021 07",41
"4089","17/03/2021 08",35
"4090","17/03/2021 09",42
"4091","17/03/2021 10",43
"4092","17/03/2021 11",37
"4093","17/03/2021 12",24
"4094","17/03/2021 13",20
"4095","17/03/2021 14",16
"4096","17/03/2021 15",16
"4097","17/03/2021 16",16
"4098","17/03/2021 17",17
"4099","17/03/2021 18",19
"4100","17/03/2021 19",22
"4101","17/03/2021 20",25
"4102","17/03/2021 21",18
"4103","17/03/2021 22",17
"4104","17/03/2021 23",21
"4105","17/03/2021 24",35
"4106","17/04/2021 01",22
"4107","17/04/2021 02",27
"4108","17/04/2021 03",35
"4109","17/04/2021 04",45
"4110","17/04/2021 05",51
"4111","17/04/2021 06",49
"4112","17/04/2021 07",51.5047978621496
"4113","17/04/2021 08",51.5047978621496
"4114","17/04/2021 09",51.5047978621496
"4115","17/04/2021 10",51.5047978621496
"4116","17/04/2021 11",51
"4117","17/04/2021 12",22
"4118","17/04/2021 13",17
"4119","17/04/2021 14",18
"4120","17/04/2021 15",13
"4121","17/04/2021 16",9
"4122","17/04/2021 17",9
"4123","17/04/2021 18",10
"4124","17/04/2021 19",11
"4125","17/04/2021 20",13
"4126","17/04/2021 21",13
"4127","17/04/2021 22",10
"4128","17/04/2021 23",11
"4129","17/04/2021 24",18
"4130","17/05/2021 01",26
"4131","17/05/2021 02",28
"4132","17/05/2021 03",26
"4133","17/05/2021 04",21
"4134","17/05/2021 05",34
"4135","17/05/2021 06",37
"4136","17/05/2021 07",37
"4137","17/05/2021 08",40
"4138","17/05/2021 09",38
"4139","17/05/2021 10",26
"4140","17/05/2021 11",21
"4141","17/05/2021 12",14
"4142","17/05/2021 13",15
"4143","17/05/2021 14",12
"4144","17/05/2021 15",10
"4145","17/05/2021 16",10
"4146","17/05/2021 17",14
"4147","17/05/2021 18",26
"4148","17/05/2021 19",32
"4149","17/05/2021 20",24
"4150","17/05/2021 21",32
"4151","17/05/2021 22",36
"4152","17/05/2021 23",28
"4153","17/05/2021 24",31
"4154","17/06/2021 01",12
"4155","17/06/2021 02",14
"4156","17/06/2021 03",15
"4157","17/06/2021 04",14
"4158","17/06/2021 05",14
"4159","17/06/2021 06",26
"4160","17/06/2021 07",35
"4161","17/06/2021 08",34
"4162","17/06/2021 09",23
"4163","17/06/2021 10",18
"4164","17/06/2021 11",18
"4165","17/06/2021 12",19
"4166","17/06/2021 13",16
"4167","17/06/2021 14",14
"4168","17/06/2021 15",14
"4169","17/06/2021 16",17
"4170","17/06/2021 17",16
"4171","17/06/2021 18",16
"4172","17/06/2021 19",18
"4173","17/06/2021 20",16
"4174","17/06/2021 21",18
"4175","17/06/2021 22",17
"4176","17/06/2021 23",17
"4177","17/06/2021 24",18
"4178","17/08/2021 01",12
"4179","17/08/2021 02",12
"4180","17/08/2021 03",10
"4181","17/08/2021 04",12
"4182","17/08/2021 05",17
"4183","17/08/2021 06",21
"4184","17/08/2021 07",27
"4185","17/08/2021 08",25
"4186","17/08/2021 09",19
"4187","17/08/2021 10",20
"4188","17/08/2021 11",26
"4189","17/08/2021 12",27
"4190","17/08/2021 13",23
"4191","17/08/2021 14",21
"4192","17/08/2021 15",24
"4193","17/08/2021 16",34
"4194","17/08/2021 17",35
"4195","17/08/2021 18",28
"4196","17/08/2021 19",43
"4197","17/08/2021 20",47
"4198","17/08/2021 21",40
"4199","17/08/2021 22",28
"4200","17/08/2021 23",20
"4201","17/08/2021 24",33
"4202","17/09/2021 04",23
"4203","17/09/2021 05",23
"4204","17/09/2021 06",24
"4205","17/09/2021 07",18
"4206","17/09/2021 08",24
"4207","17/09/2021 09",22
"4208","17/09/2021 10",18
"4209","17/09/2021 11",18
"4210","17/09/2021 12",19
"4211","17/09/2021 13",25
"4212","17/09/2021 14",24
"4213","17/09/2021 15",18
"4214","17/09/2021 16",17
"4215","17/09/2021 17",28
"4216","17/09/2021 18",22
"4217","17/09/2021 19",23
"4218","17/09/2021 20",21
"4219","17/09/2021 21",27
"4220","17/09/2021 22",27
"4221","17/09/2021 23",25
"4222","17/09/2021 24",13
"4223","17/10/2021 04",8
"4224","17/10/2021 05",11
"4225","17/10/2021 06",15
"4226","17/10/2021 07",19
"4227","17/10/2021 08",17
"4228","17/10/2021 09",13
"4229","17/10/2021 10",11
"4230","17/10/2021 11",11
"4231","17/10/2021 12",10
"4232","17/10/2021 13",11
"4233","17/10/2021 14",13
"4234","17/10/2021 15",12
"4235","17/10/2021 16",17
"4236","17/10/2021 17",17
"4237","17/10/2021 18",20
"4238","17/10/2021 19",20
"4239","17/10/2021 20",21
"4240","17/10/2021 21",17
"4241","17/10/2021 22",17
"4242","17/10/2021 23",18
"4243","17/10/2021 24",11
"4244","17/11/2021 01",49
"4245","17/11/2021 02",44
"4246","17/11/2021 03",34
"4247","17/11/2021 04",43
"4248","17/11/2021 05",43
"4249","17/11/2021 06",40
"4250","17/11/2021 07",42
"4251","17/11/2021 08",43
"4252","17/11/2021 09",51.5047978621496
"4253","17/11/2021 10",51.5047978621496
"4254","17/11/2021 11",50
"4255","17/11/2021 12",41
"4256","17/11/2021 13",29
"4257","17/11/2021 14",28
"4258","17/11/2021 15",27
"4259","17/11/2021 16",27
"4260","17/11/2021 17",31
"4261","17/11/2021 18",51.5047978621496
"4262","17/11/2021 19",51.5047978621496
"4263","17/11/2021 20",51.5047978621496
"4264","17/11/2021 21",34
"4265","17/11/2021 22",26
"4266","17/11/2021 23",26
"4267","17/11/2021 24",30
"4268","17/12/2021 01",48
"4269","17/12/2021 02",44
"4270","17/12/2021 03",41
"4271","17/12/2021 04",42
"4272","17/12/2021 05",47
"4273","17/12/2021 06",43
"4274","17/12/2021 07",46
"4275","17/12/2021 08",46
"4276","17/12/2021 09",51
"4277","17/12/2021 10",51.5047978621496
"4278","17/12/2021 11",51.5047978621496
"4279","17/12/2021 12",47
"4280","17/12/2021 13",28
"4281","17/12/2021 14",30
"4282","17/12/2021 15",28
"4283","17/12/2021 16",26
"4284","17/12/2021 17",27
"4285","17/12/2021 18",24
"4286","17/12/2021 19",30
"4287","17/12/2021 20",29
"4288","17/12/2021 21",27
"4289","17/12/2021 22",47
"4290","17/12/2021 23",51
"4291","17/12/2021 24",51
"4292","18/01/2021 01",24
"4293","18/01/2021 02",25
"4294","18/01/2021 03",22
"4295","18/01/2021 04",19
"4296","18/01/2021 05",21
"4297","18/01/2021 06",25
"4298","18/01/2021 07",24
"4299","18/01/2021 08",26
"4300","18/01/2021 09",32
"4301","18/01/2021 10",46
"4302","18/01/2021 11",51.5047978621496
"4303","18/01/2021 12",51.5047978621496
"4304","18/01/2021 13",30
"4305","18/01/2021 14",25
"4306","18/01/2021 15",25
"4307","18/01/2021 16",26
"4308","18/01/2021 17",24
"4309","18/01/2021 18",27
"4310","18/01/2021 19",45
"4311","18/01/2021 20",51.5047978621496
"4312","18/01/2021 21",44
"4313","18/01/2021 22",42
"4314","18/01/2021 23",34
"4315","18/01/2021 24",47
"4316","18/02/2021 01",43
"4317","18/02/2021 02",31
"4318","18/02/2021 03",33
"4319","18/02/2021 04",25
"4320","18/02/2021 05",32
"4321","18/02/2021 06",40
"4322","18/02/2021 07",39
"4323","18/02/2021 08",32
"4324","18/02/2021 09",45
"4325","18/02/2021 10",48
"4326","18/02/2021 11",44
"4327","18/02/2021 12",36
"4328","18/02/2021 13",20
"4329","18/02/2021 14",23
"4330","18/02/2021 15",19
"4331","18/02/2021 16",20
"4332","18/02/2021 17",21
"4333","18/02/2021 18",30
"4334","18/02/2021 19",35
"4335","18/02/2021 20",27
"4336","18/02/2021 21",34
"4337","18/02/2021 22",51.5047978621496
"4338","18/02/2021 23",51.5047978621496
"4339","18/02/2021 24",48
"4340","18/03/2021 01",51.5047978621496
"4341","18/03/2021 02",34
"4342","18/03/2021 03",30
"4343","18/03/2021 04",18
"4344","18/03/2021 05",15
"4345","18/03/2021 06",17
"4346","18/03/2021 07",23
"4347","18/03/2021 08",23
"4348","18/03/2021 09",22
"4349","18/03/2021 10",22
"4350","18/03/2021 11",20
"4351","18/03/2021 12",20
"4352","18/03/2021 13",19
"4353","18/03/2021 14",17
"4354","18/03/2021 15",17
"4355","18/03/2021 16",18
"4356","18/03/2021 17",23
"4357","18/03/2021 18",21
"4358","18/03/2021 19",49
"4359","18/03/2021 20",23
"4360","18/03/2021 21",16
"4361","18/03/2021 22",28
"4362","18/03/2021 23",35
"4363","18/03/2021 24",24
"4364","18/04/2021 01",29
"4365","18/04/2021 02",26
"4366","18/04/2021 03",21
"4367","18/04/2021 04",29
"4368","18/04/2021 05",41
"4369","18/04/2021 06",40
"4370","18/04/2021 07",38
"4371","18/04/2021 08",29
"4372","18/04/2021 09",30
"4373","18/04/2021 10",32
"4374","18/04/2021 11",34
"4375","18/04/2021 12",20
"4376","18/04/2021 13",5
"4377","18/04/2021 14",6
"4378","18/04/2021 15",7
"4379","18/04/2021 16",6
"4380","18/04/2021 17",7
"4381","18/04/2021 18",8
"4382","18/04/2021 19",12
"4383","18/04/2021 20",16
"4384","18/04/2021 21",20
"4385","18/04/2021 22",18
"4386","18/04/2021 23",19
"4387","18/04/2021 24",33
"4388","18/05/2021 01",46
"4389","18/05/2021 02",32
"4390","18/05/2021 03",30
"4391","18/05/2021 04",28
"4392","18/05/2021 05",26
"4393","18/05/2021 06",35
"4394","18/05/2021 07",39
"4395","18/05/2021 08",47
"4396","18/05/2021 09",48
"4397","18/05/2021 10",34
"4398","18/05/2021 11",23
"4399","18/05/2021 12",21
"4400","18/05/2021 13",17
"4401","18/05/2021 14",22
"4402","18/05/2021 15",18
"4403","18/05/2021 16",25
"4404","18/05/2021 17",21
"4405","18/05/2021 18",24
"4406","18/05/2021 19",28
"4407","18/05/2021 20",28
"4408","18/05/2021 21",32
"4409","18/05/2021 22",39
"4410","18/05/2021 23",51.5047978621496
"4411","18/05/2021 24",49
"4412","18/06/2021 01",14
"4413","18/06/2021 02",8
"4414","18/06/2021 03",11
"4415","18/06/2021 04",16
"4416","18/06/2021 05",21
"4417","18/06/2021 06",20
"4418","18/06/2021 07",27
"4419","18/06/2021 08",32
"4420","18/06/2021 09",27
"4421","18/06/2021 10",24
"4422","18/06/2021 11",29
"4423","18/06/2021 12",31
"4424","18/06/2021 13",29
"4425","18/06/2021 14",27
"4426","18/06/2021 15",21
"4427","18/06/2021 16",26
"4428","18/06/2021 17",26
"4429","18/06/2021 18",18
"4430","18/06/2021 19",16
"4431","18/06/2021 20",21
"4432","18/06/2021 21",20
"4433","18/06/2021 22",20
"4434","18/06/2021 23",19
"4435","18/08/2021 01",30
"4436","18/08/2021 02",20
"4437","18/08/2021 03",27
"4438","18/08/2021 04",27
"4439","18/08/2021 05",23
"4440","18/08/2021 06",22
"4441","18/08/2021 07",25
"4442","18/08/2021 08",26
"4443","18/08/2021 09",28
"4444","18/08/2021 10",28
"4445","18/08/2021 11",31
"4446","18/08/2021 12",25
"4447","18/08/2021 13",23
"4448","18/08/2021 14",23
"4449","18/08/2021 15",26
"4450","18/08/2021 16",18
"4451","18/08/2021 17",17
"4452","18/08/2021 18",16
"4453","18/08/2021 19",26
"4454","18/08/2021 20",28
"4455","18/08/2021 21",20
"4456","18/08/2021 22",16
"4457","18/08/2021 23",14
"4458","18/08/2021 24",13
"4459","18/09/2021 01",12
"4460","18/09/2021 02",15
"4461","18/09/2021 03",17
"4462","18/09/2021 04",19
"4463","18/09/2021 05",16
"4464","18/09/2021 06",17
"4465","18/09/2021 07",20
"4466","18/09/2021 08",20
"4467","18/09/2021 09",17
"4468","18/09/2021 10",12
"4469","18/09/2021 11",17
"4470","18/09/2021 12",18
"4471","18/09/2021 13",19
"4472","18/09/2021 14",19
"4473","18/09/2021 15",21
"4474","18/09/2021 16",24
"4475","18/09/2021 17",24
"4476","18/09/2021 18",24
"4477","18/09/2021 19",21
"4478","18/09/2021 20",19
"4479","18/09/2021 21",20
"4480","18/09/2021 22",18
"4481","18/09/2021 23",14
"4482","18/09/2021 24",22
"4483","18/10/2021 01",14
"4484","18/10/2021 02",15
"4485","18/10/2021 03",22
"4486","18/10/2021 04",24
"4487","18/10/2021 05",20
"4488","18/10/2021 06",21
"4489","18/10/2021 07",25
"4490","18/10/2021 08",28
"4491","18/10/2021 09",27
"4492","18/10/2021 10",27
"4493","18/10/2021 11",38
"4494","18/10/2021 12",32
"4495","18/10/2021 13",24
"4496","18/10/2021 14",19
"4497","18/10/2021 15",15
"4498","18/10/2021 16",13
"4499","18/10/2021 17",16
"4500","18/10/2021 18",22
"4501","18/10/2021 19",30
"4502","18/10/2021 20",21
"4503","18/10/2021 21",22
"4504","18/10/2021 22",27
"4505","18/10/2021 23",14
"4506","18/10/2021 24",10
"4507","18/11/2021 01",36
"4508","18/11/2021 02",42
"4509","18/11/2021 03",42
"4510","18/11/2021 04",44
"4511","18/11/2021 05",46
"4512","18/11/2021 06",45
"4513","18/11/2021 07",47
"4514","18/11/2021 08",47
"4515","18/11/2021 09",51.5047978621496
"4516","18/11/2021 10",51.5047978621496
"4517","18/11/2021 11",49
"4518","18/11/2021 12",47
"4519","18/11/2021 13",24
"4520","18/11/2021 14",18
"4521","18/11/2021 15",19
"4522","18/11/2021 16",22
"4523","18/11/2021 17",27
"4524","18/11/2021 18",51.5047978621496
"4525","18/11/2021 19",51
"4526","18/11/2021 20",29
"4527","18/11/2021 21",21
"4528","18/11/2021 22",21
"4529","18/11/2021 23",19
"4530","18/11/2021 24",20
"4531","18/12/2021 01",51.5047978621496
"4532","18/12/2021 02",49
"4533","18/12/2021 03",44
"4534","18/12/2021 04",40
"4535","18/12/2021 05",36
"4536","18/12/2021 06",43
"4537","18/12/2021 07",43
"4538","18/12/2021 08",44
"4539","18/12/2021 09",48
"4540","18/12/2021 10",51.5047978621496
"4541","18/12/2021 11",49
"4542","18/12/2021 12",49
"4543","18/12/2021 13",33
"4544","18/12/2021 14",29
"4545","18/12/2021 15",33
"4546","18/12/2021 16",27
"4547","18/12/2021 17",20
"4548","18/12/2021 18",28
"4549","18/12/2021 19",43
"4550","18/12/2021 20",46
"4551","18/12/2021 21",47
"4552","18/12/2021 22",31
"4553","18/12/2021 23",30
"4554","18/12/2021 24",39
"4555","19/01/2021 01",43
"4556","19/01/2021 02",38
"4557","19/01/2021 03",36
"4558","19/01/2021 04",33
"4559","19/01/2021 05",36
"4560","19/01/2021 06",40
"4561","19/01/2021 07",35
"4562","19/01/2021 08",35
"4563","19/01/2021 09",42
"4564","19/01/2021 10",51.5047978621496
"4565","19/01/2021 11",51.5047978621496
"4566","19/01/2021 12",33
"4567","19/01/2021 13",30
"4568","19/01/2021 14",31
"4569","19/01/2021 15",20
"4570","19/01/2021 16",19
"4571","19/01/2021 17",18
"4572","19/01/2021 18",26
"4573","19/01/2021 19",36
"4574","19/01/2021 20",44
"4575","19/01/2021 21",29
"4576","19/01/2021 22",20
"4577","19/01/2021 23",26
"4578","19/01/2021 24",22
"4579","19/02/2021 04",46
"4580","19/02/2021 05",42
"4581","19/02/2021 06",40
"4582","19/02/2021 07",42
"4583","19/02/2021 08",41
"4584","19/02/2021 09",45
"4585","19/02/2021 10",51.5047978621496
"4586","19/02/2021 11",51.5047978621496
"4587","19/02/2021 12",51.5047978621496
"4588","19/02/2021 13",51
"4589","19/02/2021 14",35
"4590","19/02/2021 15",35
"4591","19/02/2021 16",34
"4592","19/02/2021 17",32
"4593","19/02/2021 18",26
"4594","19/02/2021 19",27
"4595","19/02/2021 20",33
"4596","19/02/2021 21",37
"4597","19/02/2021 22",27
"4598","19/02/2021 23",25
"4599","19/02/2021 24",36
"4600","19/03/2021 01",25
"4601","19/03/2021 02",28
"4602","19/03/2021 03",25
"4603","19/03/2021 04",26
"4604","19/03/2021 05",27
"4605","19/03/2021 06",31
"4606","19/03/2021 07",38
"4607","19/03/2021 08",35
"4608","19/03/2021 09",43
"4609","19/03/2021 10",45
"4610","19/03/2021 11",48
"4611","19/03/2021 12",44
"4612","19/03/2021 13",30
"4613","19/03/2021 14",23
"4614","19/03/2021 15",23
"4615","19/03/2021 16",25
"4616","19/03/2021 17",23
"4617","19/03/2021 18",22
"4618","19/03/2021 19",20
"4619","19/03/2021 20",22
"4620","19/03/2021 21",28
"4621","19/03/2021 22",25
"4622","19/03/2021 23",24
"4623","19/03/2021 24",33
"4624","19/04/2021 01",20
"4625","19/04/2021 02",17
"4626","19/04/2021 03",35
"4627","19/04/2021 04",35
"4628","19/04/2021 05",45
"4629","19/04/2021 06",51.5047978621496
"4630","19/04/2021 07",49
"4631","19/04/2021 08",51.5047978621496
"4632","19/04/2021 09",51.5047978621496
"4633","19/04/2021 10",46
"4634","19/04/2021 11",27
"4635","19/04/2021 12",20
"4636","19/04/2021 13",7
"4637","19/04/2021 14",6
"4638","19/04/2021 15",9
"4639","19/04/2021 16",13
"4640","19/04/2021 17",10
