"","newCol","tsDataF.NO2"
"4641","19/04/2021 18",11
"4642","19/04/2021 19",11
"4643","19/04/2021 20",17
"4644","19/04/2021 21",21
"4645","19/04/2021 22",27
"4646","19/04/2021 23",24
"4647","19/05/2021 01",39
"4648","19/05/2021 02",43
"4649","19/05/2021 03",49
"4650","19/05/2021 04",41
"4651","19/05/2021 05",49
"4652","19/05/2021 06",47
"4653","19/05/2021 07",47
"4654","19/05/2021 08",47
"4655","19/05/2021 09",49
"4656","19/05/2021 10",50
"4657","19/05/2021 11",30
"4658","19/05/2021 12",21
"4659","19/05/2021 13",10
"4660","19/05/2021 14",15
"4661","19/05/2021 15",10
"4662","19/05/2021 16",8
"4663","19/05/2021 17",11
"4664","19/05/2021 18",14
"4665","19/05/2021 19",11
"4666","19/05/2021 20",18
"4667","19/05/2021 21",30
"4668","19/05/2021 22",19
"4669","19/05/2021 23",32
"4670","19/06/2021 08",17
"4671","19/06/2021 09",11
"4672","19/06/2021 10",7
"4673","19/06/2021 11",8
"4674","19/06/2021 12",6
"4675","19/06/2021 13",6
"4676","19/06/2021 14",9
"4677","19/06/2021 15",8
"4678","19/06/2021 16",6
"4679","19/06/2021 17",9
"4680","19/06/2021 18",8
"4681","19/06/2021 19",10
"4682","19/06/2021 20",11
"4683","19/06/2021 21",12
"4684","19/06/2021 22",12
"4685","19/06/2021 23",12
"4686","19/06/2021 24",15
"4687","19/08/2021 01",11
"4688","19/08/2021 02",10
"4689","19/08/2021 03",12
"4690","19/08/2021 04",18
"4691","19/08/2021 05",14
"4692","19/08/2021 06",18
"4693","19/08/2021 07",23
"4694","19/08/2021 08",20
"4695","19/08/2021 09",17
"4696","19/08/2021 10",19
"4697","19/08/2021 11",20
"4698","19/08/2021 12",19
"4699","19/08/2021 13",20
"4700","19/08/2021 14",12
"4701","19/08/2021 15",17
"4702","19/08/2021 16",14
"4703","19/08/2021 17",14
"4704","19/08/2021 18",15
"4705","19/08/2021 19",15
"4706","19/08/2021 20",13
"4707","19/08/2021 21",16
"4708","19/08/2021 22",21
"4709","19/08/2021 23",20
"4710","19/08/2021 24",12
"4711","19/09/2021 01",20
"4712","19/09/2021 02",19
"4713","19/09/2021 03",16
"4714","19/09/2021 04",16
"4715","19/09/2021 05",13
"4716","19/09/2021 06",18
"4717","19/09/2021 07",16
"4718","19/09/2021 08",15
"4719","19/09/2021 09",10
"4720","19/09/2021 10",9
"4721","19/09/2021 11",12
"4722","19/09/2021 12",14
"4723","19/09/2021 13",12
"4724","19/09/2021 14",6
"4725","19/09/2021 15",4
"4726","19/09/2021 16",10
"4727","19/09/2021 17",20
"4728","19/09/2021 18",17
"4729","19/09/2021 19",16
"4730","19/09/2021 20",19
"4731","19/09/2021 21",24
"4732","19/09/2021 22",24
"4733","19/09/2021 23",25
"4734","19/09/2021 24",26
"4735","19/10/2021 01",9
"4736","19/10/2021 02",9
"4737","19/10/2021 03",14
"4738","19/10/2021 04",23
"4739","19/10/2021 05",26
"4740","19/10/2021 06",22
"4741","19/10/2021 07",24
"4742","19/10/2021 08",26
"4743","19/10/2021 09",32
"4744","19/10/2021 10",45
"4745","19/10/2021 11",43
"4746","19/10/2021 12",25
"4747","19/10/2021 13",15
"4748","19/10/2021 14",19
"4749","19/10/2021 15",24
"4750","19/10/2021 16",23
"4751","19/10/2021 17",22
"4752","19/10/2021 18",30
"4753","19/10/2021 19",35
"4754","19/10/2021 20",40
"4755","19/10/2021 21",32
"4756","19/10/2021 22",25
"4757","19/10/2021 23",21
"4758","19/10/2021 24",18
"4759","19/11/2021 01",19
"4760","19/11/2021 02",17
"4761","19/11/2021 03",18
"4762","19/11/2021 04",17
"4763","19/11/2021 05",19
"4764","19/11/2021 06",25
"4765","19/11/2021 07",32
"4766","19/11/2021 08",31
"4767","19/11/2021 09",29
"4768","19/11/2021 10",28
"4769","19/11/2021 11",28
"4770","19/11/2021 12",20
"4771","19/11/2021 13",21
"4772","19/11/2021 14",18
"4773","19/11/2021 15",18
"4774","19/11/2021 16",18
"4775","19/11/2021 17",19
"4776","19/11/2021 18",22
"4777","19/11/2021 19",24
"4778","19/11/2021 20",29
"4779","19/11/2021 21",28
"4780","19/11/2021 22",24
"4781","19/11/2021 23",23
"4782","19/11/2021 24",21
"4783","19/12/2021 01",45
"4784","19/12/2021 02",43
"4785","19/12/2021 03",32
"4786","19/12/2021 04",37
"4787","19/12/2021 05",35
"4788","19/12/2021 06",36
"4789","19/12/2021 07",32
"4790","19/12/2021 08",35
"4791","19/12/2021 09",38
"4792","19/12/2021 10",50
"4793","19/12/2021 11",48
"4794","19/12/2021 12",51.5047978621496
"4795","19/12/2021 13",26
"4796","19/12/2021 14",29
"4797","19/12/2021 15",31
"4798","19/12/2021 16",34
"4799","19/12/2021 17",17
"4800","19/12/2021 18",19
"4801","19/12/2021 19",24
"4802","19/12/2021 20",19
"4803","19/12/2021 21",17
"4804","19/12/2021 22",27
"4805","19/12/2021 23",22
"4806","19/12/2021 24",24
"4807","20/01/2021 05",32
"4808","20/01/2021 06",39
"4809","20/01/2021 07",38
"4810","20/01/2021 08",33
"4811","20/01/2021 09",34
"4812","20/01/2021 10",32
"4813","20/01/2021 11",36
"4814","20/01/2021 12",22
"4815","20/01/2021 13",25
"4816","20/01/2021 14",22
"4817","20/01/2021 15",25
"4818","20/01/2021 16",17
"4819","20/01/2021 17",13
"4820","20/01/2021 18",17
"4821","20/01/2021 19",19
"4822","20/01/2021 20",27
"4823","20/01/2021 21",26
"4824","20/01/2021 22",26
"4825","20/01/2021 23",26
"4826","20/01/2021 24",26
"4827","20/02/2021 01",44
"4828","20/02/2021 02",43
"4829","20/02/2021 03",45
"4830","20/02/2021 04",37
"4831","20/02/2021 05",36
"4832","20/02/2021 06",42
"4833","20/02/2021 07",45
"4834","20/02/2021 08",47
"4835","20/02/2021 09",50
"4836","20/02/2021 10",51.5047978621496
"4837","20/02/2021 11",51.5047978621496
"4838","20/02/2021 12",51.5047978621496
"4839","20/02/2021 13",36
"4840","20/02/2021 14",20
"4841","20/02/2021 15",18
"4842","20/02/2021 16",16
"4843","20/02/2021 17",16
"4844","20/02/2021 18",21
"4845","20/02/2021 19",37
"4846","20/02/2021 20",43
"4847","20/02/2021 21",40
"4848","20/02/2021 22",35
"4849","20/02/2021 23",27
"4850","20/02/2021 24",21
"4851","20/03/2021 01",42
"4852","20/03/2021 02",42
"4853","20/03/2021 03",39
"4854","20/03/2021 04",37
"4855","20/03/2021 05",38
"4856","20/03/2021 06",41
"4857","20/03/2021 07",41
"4858","20/03/2021 08",40
"4859","20/03/2021 09",41
"4860","20/03/2021 10",42
"4861","20/03/2021 11",45
"4862","20/03/2021 12",43
"4863","20/03/2021 13",33
"4864","20/03/2021 14",19
"4865","20/03/2021 15",16
"4866","20/03/2021 16",18
"4867","20/03/2021 17",16
"4868","20/03/2021 18",18
"4869","20/03/2021 19",16
"4870","20/03/2021 20",18
"4871","20/03/2021 21",20
"4872","20/03/2021 22",20
"4873","20/03/2021 23",30
"4874","20/03/2021 24",21
"4875","20/04/2021 08",43
"4876","20/04/2021 09",41
"4877","20/04/2021 10",51.5047978621496
"4878","20/04/2021 11",51.5047978621496
"4879","20/04/2021 12",26
"4880","20/04/2021 13",19
"4881","20/04/2021 14",15
"4882","20/04/2021 15",13
"4883","20/04/2021 16",12
"4884","20/04/2021 17",12
"4885","20/04/2021 18",15
"4886","20/04/2021 19",16
"4887","20/04/2021 20",21
"4888","20/04/2021 21",16
"4889","20/04/2021 22",20
"4890","20/04/2021 23",25
"4891","20/04/2021 24",26
"4892","20/05/2021 04",31
"4893","20/05/2021 05",35
"4894","20/05/2021 06",47
"4895","20/05/2021 07",44
"4896","20/05/2021 08",45
"4897","20/05/2021 09",42
"4898","20/05/2021 10",34
"4899","20/05/2021 11",30
"4900","20/05/2021 12",34
"4901","20/05/2021 13",28
"4902","20/05/2021 14",22
"4903","20/05/2021 15",21
"4904","20/05/2021 16",19
"4905","20/05/2021 17",20
"4906","20/05/2021 18",26
"4907","20/05/2021 19",23
"4908","20/05/2021 20",31
"4909","20/05/2021 21",18
"4910","20/05/2021 22",25
"4911","20/05/2021 23",27
"4912","20/05/2021 24",17
"4913","20/06/2021 01",16
"4914","20/06/2021 02",16
"4915","20/06/2021 03",14
"4916","20/06/2021 04",15
"4917","20/06/2021 05",15
"4918","20/06/2021 06",15
"4919","20/06/2021 07",16
"4920","20/06/2021 08",16
"4921","20/06/2021 09",18
"4922","20/06/2021 10",15
"4923","20/06/2021 11",15
"4924","20/06/2021 12",11
"4925","20/06/2021 13",8
"4926","20/06/2021 14",8
"4927","20/06/2021 15",11
"4928","20/06/2021 16",15
"4929","20/06/2021 17",16
"4930","20/06/2021 18",8
"4931","20/06/2021 19",12
"4932","20/06/2021 20",20
"4933","20/06/2021 21",15
"4934","20/06/2021 22",18
"4935","20/06/2021 23",22
"4936","20/06/2021 24",21
"4937","20/08/2021 01",15
"4938","20/08/2021 02",19
"4939","20/08/2021 03",19
"4940","20/08/2021 04",16
"4941","20/08/2021 05",17
"4942","20/08/2021 06",20
"4943","20/08/2021 07",24
"4944","20/08/2021 08",19
"4945","20/08/2021 09",17
"4946","20/08/2021 10",17
"4947","20/08/2021 11",21
"4948","20/08/2021 12",23
"4949","20/08/2021 13",19
"4950","20/08/2021 14",15
"4951","20/08/2021 15",18
"4952","20/08/2021 16",13
"4953","20/08/2021 17",16
"4954","20/08/2021 18",17
"4955","20/08/2021 19",16
"4956","20/08/2021 20",13
"4957","20/08/2021 21",13
"4958","20/08/2021 22",14
"4959","20/08/2021 23",12
"4960","20/08/2021 24",13
"4961","20/09/2021 01",25
"4962","20/09/2021 02",26
"4963","20/09/2021 03",21
"4964","20/09/2021 04",21
"4965","20/09/2021 05",19
"4966","20/09/2021 06",22
"4967","20/09/2021 07",19
"4968","20/09/2021 08",25
"4969","20/09/2021 09",28
"4970","20/09/2021 10",31
"4971","20/09/2021 11",33
"4972","20/09/2021 12",31
"4973","20/09/2021 13",25
"4974","20/09/2021 14",21
"4975","20/09/2021 15",19
"4976","20/09/2021 16",21
"4977","20/09/2021 17",21
"4978","20/09/2021 18",20
"4979","20/09/2021 19",21
"4980","20/09/2021 20",22
"4981","20/09/2021 21",33
"4982","20/09/2021 22",30
"4983","20/09/2021 23",28
"4984","20/09/2021 24",27
"4985","20/10/2021 01",21
"4986","20/10/2021 02",28
"4987","20/10/2021 03",29
"4988","20/10/2021 04",28
"4989","20/10/2021 05",27
"4990","20/10/2021 06",25
"4991","20/10/2021 07",27
"4992","20/10/2021 08",27
"4993","20/10/2021 09",35
"4994","20/10/2021 10",38
"4995","20/10/2021 11",32
"4996","20/10/2021 12",29
"4997","20/10/2021 13",27
"4998","20/10/2021 14",22
"4999","20/10/2021 15",17
"5000","20/10/2021 16",19
"5001","20/10/2021 17",20
"5002","20/10/2021 18",28
"5003","20/10/2021 19",34
"5004","20/10/2021 20",31
"5005","20/10/2021 21",27
"5006","20/10/2021 22",22
"5007","20/10/2021 23",13
"5008","20/10/2021 24",10
"5009","20/11/2021 01",20
"5010","20/11/2021 02",17
"5011","20/11/2021 03",15
"5012","20/11/2021 04",21
"5013","20/11/2021 05",30
"5014","20/11/2021 06",32
"5015","20/11/2021 07",31
"5016","20/11/2021 08",28
"5017","20/11/2021 09",27
"5018","20/11/2021 10",26
"5019","20/11/2021 11",25
"5020","20/11/2021 12",30
"5021","20/11/2021 13",37
"5022","20/11/2021 14",30
"5023","20/11/2021 15",26
"5024","20/11/2021 16",24
"5025","20/11/2021 17",22
"5026","20/11/2021 18",40
"5027","20/11/2021 19",50
"5028","20/11/2021 20",27
"5029","20/11/2021 21",28
"5030","20/11/2021 22",18
"5031","20/11/2021 23",17
"5032","20/11/2021 24",16
"5033","20/12/2021 01",29
"5034","20/12/2021 02",28
"5035","20/12/2021 03",28
"5036","20/12/2021 04",23
"5037","20/12/2021 05",30
"5038","20/12/2021 06",31
"5039","20/12/2021 07",27
"5040","20/12/2021 08",27
"5041","20/12/2021 09",28
"5042","20/12/2021 10",34
"5043","20/12/2021 11",51.5047978621496
"5044","20/12/2021 12",51.5047978621496
"5045","20/12/2021 13",51.5047978621496
"5046","20/12/2021 14",40
"5047","20/12/2021 15",39
"5048","20/12/2021 16",37
"5049","20/12/2021 17",47
"5050","20/12/2021 18",51
"5051","20/12/2021 19",51.5047978621496
"5052","20/12/2021 20",51.5047978621496
"5053","20/12/2021 21",48
"5054","20/12/2021 22",35
"5055","20/12/2021 23",31
"5056","20/12/2021 24",28
"5057","21/01/2021 01",26
"5058","21/01/2021 02",25
"5059","21/01/2021 03",23
"5060","21/01/2021 04",23
"5061","21/01/2021 05",23
"5062","21/01/2021 06",27
"5063","21/01/2021 07",24
"5064","21/01/2021 08",27
"5065","21/01/2021 09",33
"5066","21/01/2021 10",40
"5067","21/01/2021 11",36
"5068","21/01/2021 12",32
"5069","21/01/2021 13",30
"5070","21/01/2021 14",24
"5071","21/01/2021 15",20
"5072","21/01/2021 16",19
"5073","21/01/2021 17",22
"5074","21/01/2021 18",25
"5075","21/01/2021 19",38
"5076","21/01/2021 20",35
"5077","21/01/2021 21",19
"5078","21/01/2021 22",24
"5079","21/01/2021 23",31
"5080","21/01/2021 24",46
"5081","21/02/2021 01",26
"5082","21/02/2021 02",21
"5083","21/02/2021 03",40
"5084","21/02/2021 04",38
"5085","21/02/2021 05",29
"5086","21/02/2021 06",40
"5087","21/02/2021 07",41
"5088","21/02/2021 08",41
"5089","21/02/2021 09",51
"5090","21/02/2021 10",51.5047978621496
"5091","21/02/2021 11",33
"5092","21/02/2021 12",31
"5093","21/02/2021 13",20
"5094","21/02/2021 14",19
"5095","21/02/2021 15",19
"5096","21/02/2021 16",19
"5097","21/02/2021 17",21
"5098","21/02/2021 18",23
"5099","21/02/2021 19",33
"5100","21/02/2021 20",38
"5101","21/02/2021 21",23
"5102","21/02/2021 22",45
"5103","21/02/2021 23",48
"5104","21/02/2021 24",42
"5105","21/03/2021 04",40
"5106","21/03/2021 05",30
"5107","21/03/2021 06",27
"5108","21/03/2021 07",37
"5109","21/03/2021 08",36
"5110","21/03/2021 09",30
"5111","21/03/2021 10",32
"5112","21/03/2021 11",28
"5113","21/03/2021 12",16
"5114","21/03/2021 13",14
"5115","21/03/2021 14",13
"5116","21/03/2021 15",14
"5117","21/03/2021 16",10
"5118","21/03/2021 17",10
"5119","21/03/2021 18",14
"5120","21/03/2021 19",19
"5121","21/03/2021 20",17
"5122","21/03/2021 21",15
"5123","21/03/2021 22",24
"5124","21/03/2021 23",34
"5125","21/03/2021 24",43
"5126","21/04/2021 01",30
"5127","21/04/2021 02",39
"5128","21/04/2021 03",34
"5129","21/04/2021 04",41
"5130","21/04/2021 05",42
"5131","21/04/2021 06",40
"5132","21/04/2021 07",38
"5133","21/04/2021 08",42
"5134","21/04/2021 09",45
"5135","21/04/2021 10",46
"5136","21/04/2021 11",51.5047978621496
"5137","21/04/2021 12",51.5047978621496
"5138","21/04/2021 13",38
"5139","21/04/2021 14",26
"5140","21/04/2021 15",21
"5141","21/04/2021 16",19
"5142","21/04/2021 17",20
"5143","21/04/2021 18",22
"5144","21/04/2021 19",18
"5145","21/04/2021 20",19
"5146","21/04/2021 21",20
"5147","21/04/2021 22",19
"5148","21/04/2021 23",18
"5149","21/04/2021 24",15
"5150","21/05/2021 01",14
"5151","21/05/2021 02",15
"5152","21/05/2021 03",22
"5153","21/05/2021 04",31
"5154","21/05/2021 05",41
"5155","21/05/2021 06",43
"5156","21/05/2021 07",44
"5157","21/05/2021 08",44
"5158","21/05/2021 09",40
"5159","21/05/2021 10",37
"5160","21/05/2021 11",30
"5161","21/05/2021 12",24
"5162","21/05/2021 13",19
"5163","21/05/2021 14",16
"5164","21/05/2021 15",12
"5165","21/05/2021 16",12
"5166","21/05/2021 17",18
"5167","21/05/2021 18",24
"5168","21/05/2021 19",27
"5169","21/05/2021 20",24
"5170","21/05/2021 21",19
"5171","21/05/2021 22",17
"5172","21/05/2021 23",24
"5173","21/05/2021 24",31
"5174","21/06/2021 01",22
"5175","21/06/2021 02",23
"5176","21/06/2021 03",22
"5177","21/06/2021 04",19
"5178","21/06/2021 05",22
"5179","21/06/2021 06",23
"5180","21/06/2021 07",23
"5181","21/06/2021 08",27
"5182","21/06/2021 09",35
"5183","21/06/2021 10",44
"5184","21/06/2021 11",36
"5185","21/06/2021 12",31
"5186","21/06/2021 13",31
"5187","21/06/2021 14",22
"5188","21/06/2021 15",16
"5189","21/06/2021 16",18
"5190","21/06/2021 17",27
"5191","21/06/2021 18",19
"5192","21/06/2021 19",22
"5193","21/06/2021 20",17
"5194","21/06/2021 21",21
"5195","21/06/2021 22",29
"5196","21/06/2021 23",27
"5197","21/06/2021 24",23
"5198","21/08/2021 01",12
"5199","21/08/2021 02",10
"5200","21/08/2021 03",7
"5201","21/08/2021 04",9
"5202","21/08/2021 05",8
"5203","21/08/2021 06",13
"5204","21/08/2021 07",13
"5205","21/08/2021 08",22
"5206","21/08/2021 09",25
"5207","21/08/2021 10",19
"5208","21/08/2021 11",17
"5209","21/08/2021 12",27
"5210","21/08/2021 13",26
"5211","21/08/2021 14",14
"5212","21/08/2021 15",11
"5213","21/08/2021 16",13
"5214","21/08/2021 17",18
"5215","21/08/2021 18",16
"5216","21/08/2021 19",21
"5217","21/08/2021 20",25
"5218","21/08/2021 21",33
"5219","21/08/2021 22",32
"5220","21/08/2021 23",29
"5221","21/08/2021 24",22
"5222","21/09/2021 01",30
"5223","21/09/2021 02",36
"5224","21/09/2021 03",34
"5225","21/09/2021 04",33
"5226","21/09/2021 05",30
"5227","21/09/2021 06",28
"5228","21/09/2021 07",28
"5229","21/09/2021 08",28
"5230","21/09/2021 09",33
"5231","21/09/2021 10",39
"5232","21/09/2021 11",36
"5233","21/09/2021 12",26
"5234","21/09/2021 13",24
"5235","21/09/2021 14",21
"5236","21/09/2021 15",17
"5237","21/09/2021 16",17
"5238","21/09/2021 17",15
"5239","21/09/2021 18",17
"5240","21/09/2021 19",20
"5241","21/09/2021 20",21
"5242","21/09/2021 21",21
"5243","21/09/2021 22",18
"5244","21/09/2021 23",16
"5245","21/09/2021 24",16
"5246","21/10/2021 01",15
"5247","21/10/2021 02",11
"5248","21/10/2021 03",15
"5249","21/10/2021 04",14
"5250","21/10/2021 05",16
"5251","21/10/2021 06",22
"5252","21/10/2021 07",29
"5253","21/10/2021 08",29
"5254","21/10/2021 09",22
"5255","21/10/2021 10",17
"5256","21/10/2021 11",14
"5257","21/10/2021 12",17
"5258","21/10/2021 13",16
"5259","21/10/2021 14",18
"5260","21/10/2021 15",18
"5261","21/10/2021 16",15
"5262","21/10/2021 17",15
"5263","21/10/2021 18",24
"5264","21/10/2021 19",23
"5265","21/10/2021 20",23
"5266","21/10/2021 21",23
"5267","21/10/2021 22",21
"5268","21/10/2021 23",17
"5269","21/10/2021 24",11
"5270","21/11/2021 01",20
"5271","21/11/2021 02",19
"5272","21/11/2021 03",17
"5273","21/11/2021 04",23
"5274","21/11/2021 05",24
"5275","21/11/2021 06",17
"5276","21/11/2021 07",21
"5277","21/11/2021 08",25
"5278","21/11/2021 09",28
"5279","21/11/2021 10",34
"5280","21/11/2021 11",34
"5281","21/11/2021 12",22
"5282","21/11/2021 13",20
"5283","21/11/2021 14",17
"5284","21/11/2021 15",17
"5285","21/11/2021 16",16
"5286","21/11/2021 17",17
"5287","21/11/2021 18",32
"5288","21/11/2021 19",37
"5289","21/11/2021 20",24
"5290","21/11/2021 21",23
"5291","21/11/2021 22",21
"5292","21/11/2021 23",15
"5293","21/11/2021 24",15
"5294","21/12/2021 01",25
"5295","21/12/2021 02",26
"5296","21/12/2021 03",25
"5297","21/12/2021 04",26
"5298","21/12/2021 05",30
"5299","21/12/2021 06",34
"5300","21/12/2021 07",30
"5301","21/12/2021 08",30
"5302","21/12/2021 09",39
"5303","21/12/2021 10",51.5047978621496
"5304","21/12/2021 11",51.5047978621496
"5305","21/12/2021 12",51.5047978621496
"5306","21/12/2021 13",43
"5307","21/12/2021 14",42
"5308","21/12/2021 15",37
"5309","21/12/2021 16",36
"5310","21/12/2021 17",41
"5311","21/12/2021 18",51.5047978621496
"5312","21/12/2021 19",51.5047978621496
"5313","21/12/2021 20",35
"5314","21/12/2021 21",43
"5315","21/12/2021 22",44
"5316","21/12/2021 23",45
"5317","21/12/2021 24",38
"5318","22/01/2021 01",49
"5319","22/01/2021 02",47
"5320","22/01/2021 03",47
"5321","22/01/2021 04",43
"5322","22/01/2021 05",43
"5323","22/01/2021 06",42
"5324","22/01/2021 07",39
"5325","22/01/2021 08",39
"5326","22/01/2021 09",44
"5327","22/01/2021 10",51.5047978621496
"5328","22/01/2021 11",51.5047978621496
"5329","22/01/2021 12",20
"5330","22/01/2021 13",15
"5331","22/01/2021 14",17
"5332","22/01/2021 15",19
"5333","22/01/2021 16",17
"5334","22/01/2021 17",19
"5335","22/01/2021 18",24
"5336","22/01/2021 19",51.5047978621496
"5337","22/01/2021 20",28
"5338","22/01/2021 21",16
"5339","22/01/2021 22",24
"5340","22/01/2021 23",26
"5341","22/01/2021 24",23
"5342","22/02/2021 01",26
"5343","22/02/2021 02",35
"5344","22/02/2021 03",43
"5345","22/02/2021 04",36
"5346","22/02/2021 05",51.5047978621496
"5347","22/02/2021 06",51.5047978621496
"5348","22/02/2021 07",51.5047978621496
"5349","22/02/2021 08",51.5047978621496
"5350","22/02/2021 09",51.5047978621496
"5351","22/02/2021 10",51.5047978621496
"5352","22/02/2021 11",45
"5353","22/02/2021 12",34
"5354","22/02/2021 13",26
"5355","22/02/2021 14",19
"5356","22/02/2021 15",16
"5357","22/02/2021 16",20
